0,1,2,3,4
DB00405,0.9971762895584106,Dexbrompheniramine,,CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB01579,0.9971678853034973,Phendimetrazine,,C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1
DB06706,0.9971655011177063,Isometheptene,,CNC(C)CCC=C(C)C
DB00472,0.997156023979187,Fluoxetine,yes,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
DB17032,0.9971498847007751,,,
DB06174,0.9971392154693604,Noscapine,,[H][C@@]1(OC(=O)C2=C1C=CC(OC)=C2OC)[C@]1([H])N(C)CCC2=CC3=C(OCO3)C(OC)=C12
DB11541,0.9971319437026978,Ractopamine,,CC(CCC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1
DB01288,0.9971210360527039,Fenoterol,,CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1
DB09088,0.9971025586128235,Amylocaine,,CCC(C)(CN(C)C)OC(=O)C1=CC=CC=C1
DB14066,0.9970954656600952,Tetrandrine,,COC1=CC=C2C[C@@H]3N(C)CCC4=C3C(OC3=CC5=C(CCN(C)[C@H]5CC5=CC=C(OC1=C2)C=C5)C=C3OC)=C(OC)C(OC)=C4
DB00454,0.9970740079879761,Meperidine,yes,CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1
DB08653,0.9970642924308777,Tryptamine,,NCCC1=CNC2=CC=CC=C12
DB07110,0.9970631003379822,4-(4-FLUOROBENZYL)PIPERIDINE,,FC1=CC=C(CC2CCNCC2)C=C1
DB12161,0.9970585107803345,Deutetrabenazine,,[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2
DB07346,0.9970470070838928,4-(2-aminoethyl)-2-ethylphenol,,CCC1=CC(CCN)=CC=C1O
DB07353,0.9970309734344482,"4-(2,5-DIAMINO-5-HYDROXY-PENTYL)-PHENOL",,[H][C@](N)(O)CC[C@@]([H])(N)CC1=CC=C(O)C=C1
DB09224,0.9970163106918335,Melperone,,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1
DB00424,0.9970121383666992,Hyoscyamine,,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1
DB04556,0.9970077872276306,NAP-226-90,,C[C@H](N(C)C)C1=CC(O)=CC=C1
DB07701,0.9969828724861145,"1-BENZYL-4-[(5,6-DIMETHOXY-1-INDANON-2-YL)METHYL]PIPERIDINE",,[H][C@@]1(CC2CCN(CC3=CC=CC=C3)CC2)CC2=CC(OC)=C(OC)C=C2C1=O
DB16351,0.9969797730445862,Volinanserin,,COC1=C(OC)C(=CC=C1)[C@H](O)C1CCN(CCC2=CC=C(F)C=C2)CC1
DB00449,0.9969525337219238,Dipivefrin,,CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
DB12220,0.9969268441200256,ORG-25935,,COC1=CC=C2[C@H]([C@@H](CN(C)CC(O)=O)CCC2=C1)C1=CC=CC=C1
DB01175,0.996921181678772,Escitalopram,yes,CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
DB12273,0.9969106316566467,Ecopipam,,[H][C@]12CCC3=CC=CC=C3[C@]1([H])C1=CC(O)=C(Cl)C=C1CCN2C
DB01182,0.9969052672386169,Propafenone,,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
DB00191,0.9968962669372559,Phentermine,yes,CC(C)(N)CC1=CC=CC=C1
DB06374,0.9968871474266052,Elacestrant,,CCNCCC1=CC=C(CN(CC)C2=C(C=CC(OC)=C2)[C@@H]2CCC3=CC(O)=CC=C3C2)C=C1
DB06691,0.9968851208686829,Mepyramine,,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
DB07122,0.9968807697296143,1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine,,NC(N)=NC1=CC=C(CC(=O)C2=CC=CC=C2)C=C1
DB04365,0.9968758821487427,Arecoline,,COC(=O)C1=CCCN(C)C1
DB00792,0.9968627691268921,Tripelennamine,,CN(C)CCN(CC1=CC=CC=C1)C1=CC=CC=N1
DB00283,0.9968622922897339,Clemastine,,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB04837,0.996861457824707,Clofedanol,,CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl
DB01295,0.9968574047088623,Bevantolol,,COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1
DB00422,0.9968401193618774,Methylphenidate,,COC(=O)C(C1CCCCN1)C1=CC=CC=C1
DB08824,0.9968274235725403,Ioflupane I-123,,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C([123I])C=C1)C(=O)OC)N2CCCF
DB09186,0.9968223571777344,Nisoxetine,yes,CNCCC(OC1=CC=CC=C1OC)C1=CC=CC=C1
DB01168,0.9968204498291016,Procarbazine,,CNNCC1=CC=C(C=C1)C(=O)NC(C)C
DB09068,0.9968158602714539,Vortioxetine,yes,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1
DB19353,0.9968072175979614,,,
DB00956,0.9967532753944397,Hydrocodone,,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O
DB04947,0.9967435598373413,Altropane,,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C(F)C=C1)C(=O)OC)N2C\C=C\I
DB00734,0.9967262744903564,Risperidone,,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
DB15092,0.9967252612113953,LY-2624803,,CC(C)(CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=CC=CC=C12)C(O)=O
DB06264,0.9967071413993835,Tolperisone,,CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1
DB04311,0.9966959953308105,4-Phenylbutylamine,,NCCCCC1=CC=CC=C1
DB00937,0.9966945648193359,Diethylpropion,yes,CCN(CC)C(C)C(=O)C1=CC=CC=C1
DB00988,0.9966762065887451,Dopamine,yes,NCCC1=CC(O)=C(O)C=C1
DB05419,0.9966727495193481,ADX-10061,,CN1CCC2=CC(=C(O)C=C2[C@H](C1)C1=C2OCCC2=CC=C1)[N+]([O-])=O
DB15949,0.9966627955436707,Raubasine,,[H][C@]12CN3CCC4=C(NC5=CC=CC=C45)[C@]3([H])C[C@]1([H])C(=CO[C@H]2C)C(=O)OC
DB01235,0.9966622591018677,Levodopa,,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
DB00907,0.9966562986373901,Cocaine,yes,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
DB04821,0.9966442584991455,Nomifensine,yes,CN1CC(C2=CC=CC=C2)C2=C(C1)C(N)=CC=C2
DB00998,0.9966297745704651,Frovatriptan,,CN[C@@H]1CCC2=C(C1)C1=C(N2)C=CC(=C1)C(N)=O
DB12675,0.9966235160827637,PF-04995274,,OC1(CN2CCC(COC3=NOC4=CC=CC(O[C@@H]5CCOC5)=C34)CC2)CCOCC1
DB00989,0.9966195821762085,Rivastigmine,,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
DB01365,0.9966104626655579,Mephentermine,,CNC(C)(C)CC1=CC=CC=C1
DB00221,0.996607780456543,Isoetharine,,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1
DB06512,0.9966063499450684,Deramciclane,,[H][C@]12CC[C@](C)(C1(C)C)[C@@](C2)(OCCN(C)C)C1=CC=CC=C1
DB06700,0.9965909719467163,Desvenlafaxine,yes,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1
DB13262,0.996590256690979,Aceclidine,,CC(=O)OC1CN2CCC1CC2
DB04410,0.9965857267379761,3-Phenylpropylamine,,NCCCC1=CC=CC=C1
DB16911,0.9965824484825134,,,
DB06027,0.9965745210647583,,,
DB00657,0.9965456128120422,Mecamylamine,,CNC1(C)C2CCC(C2)C1(C)C
DB13624,0.9965419173240662,Methoxyphenamine,,CNC(C)CC1=CC=CC=C1OC
DB05339,0.9964801669120789,MN-305,,Cl.C(CNC[C@H]1COC2=CC=CC=C2O1)COC1=CC2=C(OCO2)C=C1
DB01618,0.9964711666107178,Molindone,,CCC1=C(C)NC2=C1C(=O)C(CN1CCOCC1)CC2
DB01074,0.9964624047279358,Perhexiline,,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
DB00215,0.9964601397514343,Citalopram,yes,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
DB00748,0.9964519739151001,Carbinoxamine,,CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1
DB12071,0.9964239001274109,Vabicaserin,,C1C[C@H]2CN3CCNCC4=C3C(=CC=C4)[C@H]2C1
DB00835,0.9964129328727722,Brompheniramine,,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB08918,0.9963854551315308,Levomilnacipran,yes,CCN(CC)C(=O)[C@]1(C[C@H]1CN)C1=CC=CC=C1
DB00843,0.9963768124580383,Donepezil,,COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
DB00387,0.996370792388916,Procyclidine,,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
DB00629,0.9963638186454773,Guanabenz,,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl
DB01036,0.9963598847389221,Tolterodine,,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C
DB00942,0.9963591694831848,Cycrimine,,OC(CCN1CCCCC1)(C1CCCC1)C1=CC=CC=C1
DB09195,0.9963462948799133,Lorpiprazole,yes,[H][C@@]12CCC[C@]1([H])C1=NN=C(CCN3CCN(CC3)C3=CC=CC(=C3)C(F)(F)F)N1C2
DB04844,0.996331512928009,Tetrabenazine,,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1
DB06814,0.9963255524635315,Protokylol,,CC(CC1=CC=C2OCOC2=C1)NCC(O)C1=CC=C(O)C(O)=C1
DB00376,0.9963223934173584,Trihexyphenidyl,,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1
DB09084,0.9963101744651794,Benzydamine,,CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12
DB06738,0.9963083863258362,Ketobemidone,,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1
DB13648,0.9963021278381348,Alcuronium,,[H][C@@]12C[C@@]3([H])\C(C[N@+]1(CC=C)CC[C@@]21C2=C(C=CC=C2)N2\C=C4/[C@]5([H])N(\C=C3/[C@@]12[H])C1=C(C=CC=C1)[C@@]51CC[N@@+]2(CC=C)C\C(=C\CO)[C@]4([H])C[C@@]12[H])=C/CO
DB01620,0.9962866306304932,Pheniramine,,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1
DB08954,0.9962338805198669,Ifenprodil,,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1
DB12093,0.9962202906608582,Tetrahydropalmatine,,COC1=CC=C2C[C@@H]3N(CCC4=CC(OC)=C(OC)C=C34)CC2=C1OC
DB12299,0.9962134957313538,Bavisant,,O=C(N1CCN(CC1)C1CC1)C1=CC=C(CN2CCOCC2)C=C1
DB00865,0.9961965084075928,Benzphetamine,,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1
DB12305,0.996174693107605,Dasotraline,yes,N[C@@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12
DB01392,0.9961622953414917,Yohimbine,,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2
DB00502,0.9961581826210022,Haloperidol,,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
DB04677,0.9961573481559753,N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,,[H][C@@](C)(CC1=CC=CC=C1)N(C)CC=C
DB04948,0.9961510896682739,Lofexidine,,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1
DB13810,0.9961490631103516,Dimemorfan,,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1CC1=CC=C(C)C=C31
DB00208,0.9961275458335876,Ticlopidine,,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2
DB09244,0.9961168766021729,Pirlindole,,CC1=CC=C2N3CCNC4CCCC(=C34)C2=C1
DB00598,0.9960978031158447,Labetalol,,CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
DB01231,0.996096670627594,Diphenidol,,OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
DB14754,0.9960880279541016,Solriamfetol,,N[C@@H](COC(N)=O)CC1=CC=CC=C1
DB11160,0.996076762676239,Phenyltoloxamine,,CN(C)CCOC1=CC=CC=C1CC1=CC=CC=C1
DB01156,0.9960733652114868,Bupropion,yes,CC(NC(C)(C)C)C(=O)C1=CC(Cl)=CC=C1
DB02211,0.9960386753082275,(R)-N-methyl-N-2-propynyl-1-indanamine,,CN(CC#C)[C@@H]1CCC2=C1C=CC=C2
DB04884,0.996020495891571,Dapoxetine,,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C12)C1=CC=CC=C1
DB07196,0.9960144758224487,N-methyl-1-(2-thiophen-2-ylphenyl)methanamine,,CNCC1=CC=CC=C1C1=CC=CS1
DB00816,0.9960009455680847,Orciprenaline,,CC(C)NCC(O)C1=CC(O)=CC(O)=C1
DB06393,0.99598628282547,Xaliproden,,FC(F)(F)C1=CC(=CC=C1)C1=CCN(CCC2=CC3=CC=CC=C3C=C2)CC1
DB04896,0.9959830045700073,Milnacipran,yes,CCN(CC)C(=O)C1(CC1CN)C1=CC=CC=C1
DB06941,0.9959713816642761,(Z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide,,CN1CCN(CC1)C1=C(C\N=N/C(N)=S)C=CC=C1
DB00767,0.9959560036659241,Benzquinamide,,CCN(CC)C(=O)C1CN2CCC3=CC(OC)=C(OC)C=C3C2CC1OC(C)=O
DB06714,0.9959320425987244,Propylhexedrine,,CNC(C)CC1CCCCC1
DB13552,0.9959142804145813,Trifluperidol,,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F
DB12803,0.9959023594856262,Dichloroisoproterenol,,CC(C)NCC(O)C1=CC=C(Cl)C(Cl)=C1
DB11181,0.9959021210670471,Homatropine,,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C
DB07887,0.9959020018577576,"(R)-1-(4-(4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl)benzyl)guanidine",,[H]N([H])C(=NCC1=CC=C(C=C1)B1OC[C@@H](CO)O1)N([H])[H]
DB04946,0.9958993792533875,Iloperidone,,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O
DB12641,0.9958919286727905,Tedatioxetine,,CC1=CC=C(SC2=CC=CC=C2C2CCNCC2)C=C1
DB05592,0.9958826303482056,Blarcamesine,,CN(C)CC1CCOC1(C1=CC=CC=C1)C1=CC=CC=C1
DB12830,0.9958821535110474,GRT-6005,,CN(C)[C@]1(CC[C@@]2(CC1)OCCC1=C2NC2=CC=C(F)C=C12)C1=CC=CC=C1
DB15038,0.9958771467208862,Litoxetine,yes,C(OC1CCNCC1)C1=CC=C2C=CC=CC2=C1
DB03824,0.9958692193031311,"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",,IC1=CC2=C(CCNC2)C=C1
DB11235,0.9958662986755371,Thonzylamine,,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1
DB00572,0.9958558678627014,Atropine,,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
