0,1,2,3,4,5
DB08362,0.9996786117553711,"N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE",,CC(=O)NC1=CC=CC(NC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)=C1,-9.6
DB07226,0.9996767044067383,"N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FORMAMIDE",,ClC1=CC=CC=C1C1=CC2=C(C3=C(N2)C=CC(NC=O)=C3)C2=C1C(=O)NC2=O,-10.3
DB07789,0.9996721744537354,"1-[5-Methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1H-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea",,CC1=CC(NC(=O)NC2=NC=C(CCNC3=CC(NC4=NC=NN4)=NC=N3)S2)=C(O1)C(F)(F)F,-10.1
DB08349,0.9996602535247803,"N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide",,CN1C2=C(C=NN2C2=C(F)C=C(F)C=C2)C(NC2=C(C)C=CC(=C2)C(=O)NC2CC2)=CC1=O,-9.7
DB08006,0.9996592998504639,"N-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",,CC1=NC2=NC=NN2C(NC2=CC3=CC4=CC=CC=C4C=C3C=C2)=C1,-10.2
DB15003,0.9996378421783447,PF-06700841,,CN1C=C(NC2=NC=CC(=N2)N2C[C@@H]3CC[C@H](C2)N3C(=O)[C@@H]2CC2(F)F)C=N1,-8.2
DB11798,0.9996320009231567,Tanzisertib,,[H][C@@]1(CCOC1)N1C(NC2=C(F)C=C(F)C=C2F)=NC2=CN=C(N[C@@]3([H])CC[C@]([H])(O)CC3)N=C12,-9.7
DB16137,0.9996015429496765,Dezapelisib,,C[C@H](NC1=C2N=CNC2=NC=N1)C1=C(C(=O)N2C(C)=CSC2=N1)C1=CC=CC(F)=C1,-9.1
DB12591,0.9995840191841125,BMS-911543,,CCN1C(=CC2=C3N(C)C=NC3=C(NC3=NN(C)C(C)=C3)N=C12)C(=O)N(C1CC1)C1CC1,-9.2
DB15047,0.999567449092865,BMS-919373,,NS(=O)(=O)C1=CN=CC(=C1)C1=NC(NCC2=NC=CC=C2)=C2C(C=CC=C2C2=CC=CC=C2)=N1,-10.5
DB11958,0.9995618462562561,Brivanib,,C[C@@H](O)COC1=CN2N=CN=C(OC3=CC=C4NC(C)=CC4=C3F)C2=C1C,-9.1
DB05095,0.9995555281639099,Cimicoxib,,COC1=C(F)C=C(C=C1)C1=C(Cl)N=CN1C1=CC=C(C=C1)S(N)(=O)=O,-8.8
DB06883,0.9995423555374146,1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea,,CC(C)(C)C1=NN(C(NC(=O)NC2=CC=CC=C2)=C1)C1=CC=CC(N)=C1,-8.8
DB03444,0.9995416402816772,6-bromoindirubin-3'-oxime,,O\N=C1\C(\NC2=C\1C=CC=C2)=C1\C(=O)NC2=CC(Br)=CC=C12,-9.5
DB02142,0.9995392560958862,Pyridoxamine-5'-Phosphate,,CC1=NC=C(COP(O)(O)=O)C(CN)=C1O,-6.5
DB08912,0.9995378255844116,Dabrafenib,,CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1,-9.3
DB00885,0.9994983673095703,Pemirolast,,CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1,-7.9
DB07528,0.9994915723800659,3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]pyridin-2(1H)-one,,CC1=C(C2=CC3=C(C=C2)N=C(N)N=C3)C(=O)N(C=C1)C1=CC(=CC=C1)C(F)(F)F,-9.5
DB11836,0.9994909763336182,Sapanisertib,,CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=C2OC(N)=NC2=C1,-8.9
DB03074,0.9994699358940125,7-cyano-7-deazaguanine,,NC1=NC2=C(C(=CN2)C#N)C(=O)N1,-6.7
DB12282,0.9994668364524841,Defactinib,,CNC(=O)C1=CC=C(NC2=NC=C(C(NCC3=C(N=CC=N3)N(C)S(C)(=O)=O)=N2)C(F)(F)F)C=C1,-8.7
DB03730,0.9994483590126038,"3,9-Dimethyladenine",,CN1C=NC2=C1[N+](C)=CN=C2N,-5.8
DB07655,0.9994261264801025,"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",,OCCNC1=NC=NC2=C1C(=C(N2)C1=CC=CC=C1)C1=CC=CC=C1,-9.2
DB07853,0.9994224309921265,"2-[4-[4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl]iminocyclohexa-2,5-dien-1-yl]acetonitrile",,N#CCC1C=CC(C=C1)=NC1=NC2=CC=CC=C2C(NC2=NNC(=C2)C2CC2)=N1,-9.3
DB06350,0.9994063377380371,Elinogrel,,CNC1=C(F)C=C2C(NC(=O)N(C2=O)C2=CC=C(NC(=O)NS(=O)(=O)C3=CC=C(Cl)S3)C=C2)=C1,-9.0
DB08316,0.999356210231781,"4-amino-7,7-dimethyl-7,8-dihydroquinazolin-5(6H)-one",,CC1(C)CC(=O)C2=C(N)N=CN=C2C1,-6.7
DB08036,0.9993263483047485,"6,7,12,13-tetrahydro-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-5-one",,O=C1NCC2=C3C(NC4=CC=CC=C34)=C3NC4=C(C=CC=C4)C3=C12,-10.8
DB08325,0.9992840886116028,2-({6-[(3-Chlorophenyl)amino]-9-isopropyl-9H-purin-2-yl}amino)ethanol,,[H]N(CCO)C1=NC(N([H])C2=CC(Cl)=CC=C2)=C2N=CN(C(C)C)C2=N1,-8.3
DB03477,0.9992617964744568,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole,,NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F,-9.1
DB08043,0.9992484450340271,1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA,,FC(F)(F)C1=CC(NC(=O)NC2=CC=C(OC3=CC=NC=C3)C=C2)=CC=C1,-8.6
DB04430,0.999229907989502,3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile,,N#C\C(=C\NC1=CC=C(NC2=CC=CC=C2)C=C1)C1=NNN=N1,-8.0
DB00993,0.9992283582687378,Azathioprine,,CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O,-6.5
DB07648,0.9992202520370483,"(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL",,[H][C@](O)(CO)CNC1=C2C(NC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1,-8.8
DB07676,0.999218225479126,"3-({[(3S)-3,4-dihydroxybutyl]oxy}amino)-1H,2'H-2,3'-biindol-2'-one",,OC[C@@H](O)CCONC1=C(NC2=CC=CC=C12)C1=C2C=CC=CC2=NC1=O,-8.2
DB12912,0.9991980195045471,Nolatrexed,,CC1=CC=C2N=C(N)NC(=O)C2=C1SC1=CC=NC=C1,-8.3
DB16218,0.9991229176521301,Lerociclib,,CC(C)N1CCN(CC1)C1=CC=C(NC2=NC=C3C=C4N(C3=N2)C2(CCCCC2)CNC4=O)N=C1,-10.3
DB11736,0.99912029504776,PF-00489791,,CCOCCN1N=C(C(=O)NS(C)(=O)=O)C2=NC(=NC(NC3=CC(C)=CC=N3)=C12)N(C)CC,-6.3
DB06729,0.999114453792572,Sulfaphenazole,,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,-8.0
DB04770,0.9991100430488586,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(OCC2=CC=CC=C2)=N1,-7.7
DB11740,0.999090313911438,MK-1775,,CN1CCN(CC1)C1=CC=C(NC2=NC=C3C(=O)N(CC=C)N(C3=N2)C2=NC(=CC=C2)C(C)(C)O)C=C1,-9.7
DB01897,0.9990861415863037,2-(2f-Benzothiazolyl)-5-Styryl-3-(4f-Phthalhydrazidyl)Tetrazolium Chloride,,O=C1NNC(=O)C2=CC(=CC=C12)[N+]1=NC(\C=C\C2=CC=CC=C2)=NN1C1=NC2=C(S1)C=CC=C2,-8.5
DB08659,0.9990853071212769,2-(hydrazinocarbonyl)-3-phenyl-1H-indole-5-sulfonamide,,NNC(=O)C1=C(C2=C(N1)C=CC(=C2)S(N)(=O)=O)C1=CC=CC=C1,-9.3
DB08268,0.9990708827972412,"6-AMINO-4-[2-(4-METHYLPHENYL)ETHYL]-1,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",,CC1=CC=C(CCC2=C3N=CNC3=CC3=C2N=C(N)NC3=O)C=C1,-9.4
DB09273,0.9990686774253845,Doxofylline,,CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O,-6.9
DB11717,0.9990686774253845,Epacadostat,,NS(=O)(=O)NCCNC1=NON=C1\C(NC1=CC=C(F)C(Br)=C1)=N\O,-8.2
DB07152,0.998978853225708,N-[4-(5-fluoro-6-methylpyridin-2-yl)-5-quinoxalin-6-yl-1H-imidazol-2-yl]acetamide,,CC(=O)NC1=NC(=C(N1)C1=CC=C2N=CC=NC2=C1)C1=NC(C)=C(F)C=C1,-8.1
DB03980,0.9989694356918335,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,NC1=NC(=CC=N1)C1=C(N=CN1CC1CC1)C1=CC=C(F)C=C1,-8.2
DB11867,0.9989354014396667,JNJ-39393406,,CN(C)C(=O)CCN1N=C(NC2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=NC=C1,-8.0
DB11903,0.9989306330680847,GW842166,,FC(F)(F)C1=NC(NC2=C(Cl)C=C(Cl)C=C2)=NC=C1C(=O)NCC1CCOCC1,-7.0
DB07514,0.9989107847213745,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one",,CC1=C(C(=O)N(C=C1)C1=CC=C2C(NCC2(C)C)=C1)C1=CC2=CN=C(N)N=C2C=C1,-10.4
DB01952,0.9988434314727783,"1,N6-Ethenoadenine",,N1C=NC2=C1N=CN1C=CN=C21,-5.6
DB08065,0.9988278746604919,2-(1H-pyrazol-3-yl)-1H-benzimidazole,,N1C=CC(=N1)C1=NC2=CC=CC=C2N1,-7.4
DB06529,0.9988254904747009,Ocinaplon,,O=C(C1=C2N=CC=C(N2N=C1)C1=CC=NC=C1)C1=CC=CC=N1,-8.8
DB15110,0.9988196492195129,Onvansertib,,CN1CCN(CC1)C1=CC(NC2=NC=C3CCC4=C(N(CCO)N=C4C(N)=O)C3=N2)=C(OC(F)(F)F)C=C1,-10.3
DB15254,0.9987803101539612,RO-5126766 free base,,CNS(=O)(=O)NC1=C(F)C(CC2=C(C)C3=C(OC2=O)C=C(OC2=NC=CC=N2)C=C3)=CC=N1,-9.5
DB08267,0.9987665414810181,"6-amino-4-(2-phenylethyl)-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",,NC1=NC2=C(C=C3NC=NC3=C2CCC2=CC=CC=C2)C(=O)N1,-9.1
DB04608,0.9987462759017944,"9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE",,OC1=CC2=C(NC3=CC(=C4C(=O)NC(=O)C4=C23)C2=CC=CC=C2)C=C1,-9.8
DB03921,0.9986976385116577,4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,,N1C=C(C(=N1)C1=NC=CC=C1)C1=C2C=CC=CC2=NC=C1,-9.1
DB08354,0.9986843466758728,"2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE",,ClC1=CC=C(CNC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)C=C1,-9.5
DB07766,0.9986336827278137,"(2Z,3E)-2,3'-biindole-2',3(1H,1'H)-dione 3-{O-[(3R)-3,4-dihydroxybutyl]oxime}",,[H]N1C(=O)\C(C2=C1C=CC=C2)=C1/N([H])C2=CC=CC=C2/C/1=N\OCC[C@@]([H])(O)CO,-6.9
DB04543,0.9985986351966858,"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One",,NC1=NC2=C(C=C(N)C=C2CSC2=NC=CN2)C(=O)N1,-7.5
DB08560,0.9985942244529724,3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE,,FC1=CC=C(C=C1)N1N=C(C=C1NS(=O)(=O)C1=CC=CC(F)=C1)C1=CC=CS1,-9.5
DB07020,0.9985291957855225,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",,O=C(NC1=CC(=CC=C1)C1=NNC2=CC=C(C=C12)C1=NNC=N1)C1=CC=CO1,-10.3
DB08341,0.9985052347183228,"4-{[4-{[(1R,2R)-2-(dimethylamino)cyclopentyl]amino}-5-(trifluoromethyl)pyrimidin-2-yl]amino}-N-methylbenzenesulfonamide",,[H][C@]1(CCC[C@@]1([H])N(C)C)NC1=NC(NC2=CC=C(C=C2)S(=O)(=O)NC)=NC=C1C(F)(F)F,-9.0
DB16274,0.9984784722328186,Osoresnontrine,,O=C1NC(CC2=NC=CC=C2)=NC2=C1C=NN2C1CCOCC1,-8.9
DB07457,0.9984655380249023,"3-[1-(3-AMINOPROPYL)-1H-INDOL-3-YL]-4-(1H-INDOL-3-YL)-1H-PYRROLE-2,5-DIONE",,NCCCN1C=C(C2=C1C=CC=C2)C1=C(C(=O)NC1=O)C1=CNC2=C1C=CC=C2,-8.9
DB02495,0.9984462857246399,9-(4-hydroxybutyl)-N2-phenylguanine,,OCCCCN1C=NC2=C1N=C(NC1=CC=CC=C1)NC2=O,-8.0
