0,1,2
P19784,DAVIS25127112,1
Q9P289,DAVIS11617559,0
Q8TDR2,DAVIS11984591,1
O43353,DAVIS5329102,0
P53667,DAVIS10184653,0
P04626,DAVIS44150621,0
P29597,DAVIS644241,0
Q96SB4,DAVIS16038120,1
P78362,DAVIS11485656,0
P16234,DAVIS5494449,1
Q9Y243,DAVIS644241,0
P20794,DAVIS9926791,0
P21127,DAVIS644241,0
P17948,DAVIS11485656,1
P49759,DAVIS11656518,0
P49116,DAVIS3038525,0
Q9UEW8,DAVIS11626560,0
P31152,DAVIS4908365,0
J3KNE8,DAVIS9933475,0
Q9Y6R4,DAVIS25243800,0
Q15375,DAVIS25127112,0
P29317,DAVIS25127112,0
Q9UK32,DAVIS25127112,1
P42685,DAVIS644241,1
P10721,DAVIS5494449,1
P29322,DAVIS25243800,1
Q8NG66,DAVIS9884685,0
P36888,DAVIS644241,0
J3KPJ3,DAVIS126565,1
P36888,DAVIS11656518,0
O43172,DAVIS24779724,0
O95382,DAVIS11712649,0
Q9NWZ3,DAVIS11712649,0
Q96SB4,DAVIS11427553,1
P41240,DAVIS24180719,1
Q8WTQ7,DAVIS153999,1
P54762,DAVIS11617559,0
O96017,DAVIS10113978,0
A0A499FJ16,DAVIS25127112,1
P35968,DAVIS10427712,0
F8WBA3,DAVIS10461815,0
P31749,DAVIS44259,1
Q16513,DAVIS6450551,1
P00519,DAVIS11626560,1
Q02779,DAVIS4908365,0
Q9Y6E0,DAVIS9884685,0
J3KPD6,DAVIS5329102,1
Q8N752,DAVIS4908365,0
P04629,DAVIS176870,0
Q12866,DAVIS11712649,1
P53667,DAVIS51004351,0
P29322,DAVIS3038522,0
Q8WXR4,DAVIS9884685,0
Q13464,DAVIS25243800,0
Q8IVH8,DAVIS11667893,0
P43403,DAVIS5494449,0
Q9H2K8,DAVIS5287969,1
Q9NWH9,DAVIS156422,0
Q9NWH9,DAVIS9915743,1
Q8IY84,DAVIS11656518,0
Q13882,DAVIS10427712,1
Q08881,DAVIS5328940,1
P00519,DAVIS11984591,0
P51817,DAVIS156422,0
P36888,DAVIS3025986,0
Q13546,DAVIS11338033,0
P00533,DAVIS24779724,0
P10721,DAVIS10427712,0
P42336,DAVIS5329102,0
P27037,DAVIS11656518,0
P41743,DAVIS9926791,0
B7ZKJ3,DAVIS51004351,0
Q00536,DAVIS16038120,1
P53667,DAVIS9915743,0
O94768,DAVIS216239,0
P42336,DAVIS9926054,0
Q9P286,DAVIS10427712,0
P51451,DAVIS11314340,0
P10721,DAVIS44259,1
Q8NE63,DAVIS156422,0
P49137,DAVIS644241,0
P10721,DAVIS11656518,1
P36888,DAVIS3025986,0
Q9H2G2,DAVIS5328940,1
A0A0B4J1T8,DAVIS44259,1
P22607,DAVIS153999,0
P57058,DAVIS3038522,0
P09769,DAVIS24779724,0
O95819,DAVIS6918454,0
P06213,DAVIS11338033,0
Q16659,DAVIS153999,0
O00750,DAVIS9929127,0
P52564,DAVIS9926791,0
P53667,DAVIS11338033,0
P10721,DAVIS9926791,0
P80370,DAVIS9926054,0
Q8IVW4,DAVIS5329102,0
P49761,DAVIS10461815,1
Q13873,DAVIS156422,0
Q05397,DAVIS10427712,0
Q96D53,DAVIS25243800,1
O75116,DAVIS176167,0
A0A2Q3DQE3,DAVIS5329102,1
P32298,DAVIS16007391,0
P21802,DAVIS3025986,0
Q9UM73,DAVIS10127622,0
O14578,DAVIS44150621,1
P42336,DAVIS176870,0
P08069,DAVIS644241,0
P52564,DAVIS11626560,0
O95382,DAVIS3038525,0
Q9Y2K2,DAVIS10427712,0
Q9Y6M4,DAVIS11984591,0
Q9H0K1,DAVIS11314340,0
Q7Z460,DAVIS16725726,0
Q13554,DAVIS156414,0
P42684,DAVIS3062316,1
Q9UM73,DAVIS5291,0
P00533,DAVIS9915743,1
P57059,DAVIS5494449,1
P08922,DAVIS10184653,0
O75582,DAVIS5329102,1
E9PF82,DAVIS447077,0
Q9UQ88,DAVIS9926054,1
Q15375,DAVIS6918454,0
P36896,DAVIS11234052,0
P29317,DAVIS10138260,0
Q96GD4,DAVIS6918454,0
Q9UKI8,DAVIS16722836,1
P10721,DAVIS151194,0
Q8WTQ7,DAVIS25127112,1
Q13554,DAVIS5494449,0
P00533,DAVIS4908365,0
Q14004,DAVIS6918454,0
P00519,DAVIS123631,1
P49759,DAVIS17755052,1
Q16512,DAVIS10113978,0
Q8IWQ3,DAVIS10074640,0
Q12866,DAVIS10427712,0
P46734,DAVIS156414,0
Q9Y2U5,DAVIS123631,1
Q9H2K8,DAVIS447077,1
P53350,DAVIS11617559,0
Q9H3Y6,DAVIS16725726,0
P51617,DAVIS3062316,0
O75676,DAVIS10184653,0
F8WBA3,DAVIS25243800,0
P27448,DAVIS6918454,0
O75385,DAVIS9915743,0
P30291,DAVIS176167,0
O94768,DAVIS9926791,0
P00519,DAVIS9929127,0
P52564,DAVIS9929127,0
P29597,DAVIS176155,0
O75582,DAVIS10461815,1
P53350,DAVIS11717001,0
Q15303,DAVIS16007391,1
Q15569,DAVIS9933475,0
Q9Y616,DAVIS3038522,1
P78368,DAVIS9915743,1
Q08345,DAVIS16038120,1
Q9Y243,DAVIS5329102,0
A0A087X0I6,DAVIS9926054,0
P00519,DAVIS10461815,0
A0A2Q3DQE3,DAVIS9915743,0
Q15418,DAVIS5291,0
Q96NX5,DAVIS5328940,0
Q9NWH9,DAVIS11656518,1
P49336,DAVIS10127622,0
Q7KZI7,DAVIS16038120,1
Q9UIK4,DAVIS24779724,0
E9PF82,DAVIS10427712,0
P04629,DAVIS151194,0
P57078,DAVIS16722836,1
Q00526,DAVIS3038525,0
Q08345,DAVIS216239,1
O43283,DAVIS9933475,0
O00444,DAVIS10138260,1
P00533,DAVIS10074640,0
P00519,DAVIS25243800,0
P08069,DAVIS5328940,0
P22607,DAVIS447077,1
P07949,DAVIS3038525,0
P00519,DAVIS5494449,1
P51817,DAVIS44150621,0
P00533,DAVIS10427712,1
Q9NRH2,DAVIS11314340,0
Q86UE8,DAVIS9926791,0
P00519,DAVIS126565,1
P42684,DAVIS11234052,1
P51817,DAVIS16725726,1
Q9Y6M4,DAVIS5291,0
P49841,DAVIS156414,0
Q9Y2U5,DAVIS4908365,1
P36888,DAVIS25243800,1
P30291,DAVIS10113978,0
J3KPD6,DAVIS216239,1
Q13164,DAVIS5287969,1
O75716,DAVIS11656518,0
P32298,DAVIS3081361,0
O75582,DAVIS5291,0
Q13233,DAVIS10138260,0
Q8IYT8,DAVIS9926791,0
Q86UE8,DAVIS11485656,0
Q13177,DAVIS6918454,0
Q7Z460,DAVIS9926054,0
A0A499FJ16,DAVIS10138260,1
P29597,DAVIS5494449,1
Q2M2I8,DAVIS3081361,0
P35590,DAVIS11409972,1
F8WBA3,DAVIS16038120,1
P80192,DAVIS5328940,1
Q16620,DAVIS5329102,1
P21127,DAVIS10113978,1
P36896,DAVIS10113978,0
P42336,DAVIS3062316,0
P07949,DAVIS176155,0
Q12851,DAVIS156414,1
P42336,DAVIS11409972,0
P00533,DAVIS9809715,0
Q00526,DAVIS11626560,0
P17948,DAVIS208908,0
Q13705,DAVIS24779724,0
P00519,DAVIS24779724,0
Q9NYL2,DAVIS447077,1
P00533,DAVIS5494449,0
O00329,DAVIS11338033,0
Q9BX84,DAVIS9929127,0
P21860,DAVIS5494449,1
Q14012,DAVIS25243800,0
Q8N752,DAVIS5291,0
O94921,DAVIS11314340,1
P19525,DAVIS10427712,0
Q00537,DAVIS10427712,0
P41743,DAVIS25243800,0
Q13188,DAVIS9915743,1
P54764,DAVIS208908,0
O75582,DAVIS9915743,0
P42679,DAVIS10074640,0
H7C560,DAVIS5328940,0
P42336,DAVIS16007391,0
O75676,DAVIS11364421,0
Q9BX84,DAVIS126565,0
P42336,DAVIS16722836,0
O75716,DAVIS11314340,0
P30530,DAVIS5291,0
P49336,DAVIS10074640,0
Q15303,DAVIS5291,0
P07949,DAVIS11485656,1
P78356,DAVIS126565,1
Q7Z460,DAVIS16007391,0
U3KQB3,DAVIS126565,0
Q9NWZ3,DAVIS176167,0
Q16620,DAVIS5287969,0
E7EPP6,DAVIS11409972,0
H7BYT1,DAVIS10127622,0
P50613,DAVIS42642645,1
Q9UQB9,DAVIS3038522,1
P53671,DAVIS16722836,1
Q96D53,DAVIS10127622,0
Q9UM73,DAVIS153999,0
P00519,DAVIS6918454,0
P00533,DAVIS3038522,1
P37173,DAVIS11617559,0
P33981,DAVIS10461815,0
Q9BQI3,DAVIS644241,0
P10721,DAVIS24779724,0
Q96GD4,DAVIS3038525,0
P51956,DAVIS6450551,0
Q13237,DAVIS11427553,1
Q8IVW4,DAVIS5494449,1
O75582,DAVIS5494449,0
Q8IW41,DAVIS11717001,0
P00533,DAVIS176155,1
Q16816,DAVIS11617559,0
Q96D53,DAVIS11656518,0
P53350,DAVIS11338033,0
O94921,DAVIS11409972,1
P22455,DAVIS6450551,0
Q9NRM7,DAVIS9926054,0
Q9BZL6,DAVIS16038120,1
P35590,DAVIS644241,1
Q86Z02,DAVIS176167,1
P42336,DAVIS4908365,0
P42336,DAVIS216239,0
Q00526,DAVIS176167,1
O15530,DAVIS3081361,0
Q92918,DAVIS16038120,1
P42336,DAVIS3025986,0
Q13470,DAVIS24779724,0
P42336,DAVIS10427712,1
Q7Z460,DAVIS5329102,1
P53350,DAVIS51004351,0
O75716,DAVIS11409972,0
P42336,DAVIS44259,0
Q9Y6M4,DAVIS153999,0
Q9UK32,DAVIS11656518,0
P37173,DAVIS644241,0
Q99640,DAVIS5287969,0
P42338,DAVIS11656518,0
Q8N568,DAVIS3081361,0
P49674,DAVIS11338033,0
Q9BQI3,DAVIS9926791,0
O75582,DAVIS11409972,1
P35916,DAVIS9809715,1
P00519,DAVIS24180719,1
Q99755,DAVIS644241,0
P51955,DAVIS123631,0
Q92630,DAVIS123631,0
O43353,DAVIS10113978,1
O43283,DAVIS11314340,0
O00238,DAVIS9933475,0
P19525,DAVIS10113978,1
E9PF82,DAVIS5291,0
P53667,DAVIS3062316,1
A0A087X0I6,DAVIS9884685,0
P36888,DAVIS10461815,1
P54764,DAVIS4908365,1
P21127,DAVIS447077,0
Q13873,DAVIS17755052,0
O15146,DAVIS11364421,0
P36888,DAVIS3038522,1
O15146,DAVIS156414,0
Q13237,DAVIS44259,1
Q8IU85,DAVIS11617559,0
Q8TDR2,DAVIS4908365,1
A0A087X0I6,DAVIS153999,0
Q8TD08,DAVIS44259,1
O75747,DAVIS153999,0
Q9BX84,DAVIS5494449,0
Q86YV6,DAVIS5287969,0
P28482,DAVIS176870,0
P00519,DAVIS216239,1
Q16832,DAVIS11712649,0
Q8IWQ3,DAVIS3038522,0
O14936,DAVIS11984591,0
Q6DT37,DAVIS24779724,0
Q9HC98,DAVIS151194,0
Q08881,DAVIS3038525,0
P24723,DAVIS10074640,0
P30530,DAVIS9915743,1
P36888,DAVIS11984591,1
O96013,DAVIS10074640,0
Q13873,DAVIS11712649,0
P42345,DAVIS17755052,1
P22607,DAVIS51004351,0
P00533,DAVIS11656518,0
P00533,DAVIS51004351,1
P00533,DAVIS11667893,0
Q8NG66,DAVIS3062316,1
P57058,DAVIS16038120,1
Q13873,DAVIS11717001,0
Q6DT37,DAVIS208908,0
Q8NFD2,DAVIS9809715,0
P42345,DAVIS11427553,0
Q5S007,DAVIS11717001,0
P30530,DAVIS176870,1
Q16512,DAVIS5287969,1
Q06418,DAVIS11364421,0
P27448,DAVIS16038120,1
Q9Y6R4,DAVIS176870,0
Q13163,DAVIS11427553,1
P51956,DAVIS44150621,0
Q9HAZ1,DAVIS5328940,1
P36888,DAVIS24779724,0
P45985,DAVIS17755052,0
O76039,DAVIS42642645,1
A0A087X0I6,DAVIS11427553,1
Q8TD19,DAVIS176167,0
P32298,DAVIS9884685,0
P42336,DAVIS11656518,0
P53671,DAVIS644241,0
Q8TDR2,DAVIS5291,0
Q9BUB5,DAVIS24779724,0
P27361,DAVIS11617559,0
P42336,DAVIS24779724,0
O96017,DAVIS153999,1
P53350,DAVIS9926054,0
P42336,DAVIS11409972,0
Q6P3R8,DAVIS11485656,0
Q9P1W9,DAVIS176870,0
Q04912,DAVIS9929127,0
Q9UK32,DAVIS11626560,0
Q9Y6R4,DAVIS10184653,0
Q9BQI3,DAVIS11234052,0
Q6PHR2,DAVIS24779724,0
P00533,DAVIS10427712,1
P00533,DAVIS11667893,1
P00519,DAVIS9929127,0
P78368,DAVIS42642645,0
Q99755,DAVIS9933475,0
Q15831,DAVIS9926791,0
Q9H2G2,DAVIS9926791,0
Q99640,DAVIS9809715,0
Q96D53,DAVIS156422,0
Q00537,DAVIS16725726,0
P36888,DAVIS151194,0
P49137,DAVIS151194,0
Q04771,DAVIS9915743,0
Q13188,DAVIS11234052,0
J3KNE8,DAVIS11717001,0
Q00526,DAVIS644241,0
P36888,DAVIS9809715,1
Q9H2X6,DAVIS10461815,1
Q9UQ88,DAVIS151194,0
Q9Y6E0,DAVIS447077,1
O00238,DAVIS3025986,0
Q9UHD2,DAVIS10138260,1
P00533,DAVIS10138260,0
P07949,DAVIS176870,1
J3KPD6,DAVIS11427553,1
Q14289,DAVIS11485656,0
P17948,DAVIS176870,1
P00533,DAVIS176155,1
Q6ZN16,DAVIS5494449,0
P23458,DAVIS11409972,0
Q9P289,DAVIS11314340,0
P00533,DAVIS9926791,0
Q9HAZ1,DAVIS11712649,0
P45984,DAVIS51004351,1
P09769,DAVIS644241,1
P07949,DAVIS176167,0
O75747,DAVIS44150621,0
Q9BVS4,DAVIS11314340,1
Q9NY57,DAVIS10074640,0
P19525,DAVIS216239,0
O14578,DAVIS9929127,0
Q9BVS4,DAVIS9933475,0
P06213,DAVIS9809715,1
Q16512,DAVIS11717001,0
P49761,DAVIS208908,0
P07947,DAVIS11338033,0
Q9BRS2,DAVIS11427553,1
P42336,DAVIS5328940,0
H7BYT1,DAVIS216239,0
Q16584,DAVIS216239,0
Q9BXA7,DAVIS24779724,0
O75116,DAVIS11234052,0
Q00526,DAVIS11409972,1
Q9UL54,DAVIS5291,0
Q6XUX3,DAVIS10184653,0
Q16832,DAVIS5329102,1
O15075,DAVIS11617559,0
Q9NYL2,DAVIS5329102,0
P36888,DAVIS11427553,1
Q02763,DAVIS3025986,0
O15075,DAVIS25127112,1
P49674,DAVIS10184653,1
Q16816,DAVIS6918454,0
Q9H4B4,DAVIS447077,1
P36896,DAVIS16038120,1
Q15418,DAVIS11617559,0
Q12866,DAVIS5328940,1
H7C560,DAVIS24889392,0
Q8N568,DAVIS9915743,0
Q9HBH9,DAVIS153999,0
P10721,DAVIS208908,0
P00533,DAVIS9929127,0
P04049,DAVIS10127622,0
P42338,DAVIS42642645,0
P31751,DAVIS10461815,0
Q96D53,DAVIS10461815,0
Q8IU85,DAVIS151194,0
Q9Y6R4,DAVIS11656518,0
P00519,DAVIS5291,1
Q9Y6M4,DAVIS11314340,1
Q86Y07,DAVIS11617559,0
P07949,DAVIS153999,0
P45984,DAVIS6918454,0
P21709,DAVIS5494449,1
Q9NYL2,DAVIS5328940,1
Q8TDC3,DAVIS208908,0
P00519,DAVIS11364421,0
O14936,DAVIS16722836,1
Q00526,DAVIS11717001,0
P29317,DAVIS11617559,0
P31152,DAVIS447077,1
Q04912,DAVIS3038525,0
O43293,DAVIS11427553,1
P19784,DAVIS3025986,0
P00519,DAVIS4908365,1
O75676,DAVIS5287969,1
Q12851,DAVIS216239,0
F8WBA3,DAVIS151194,0
Q8IVW4,DAVIS10074640,0
Q9P289,DAVIS151194,0
P80192,DAVIS11485656,0
Q8IU85,DAVIS6450551,0
O95819,DAVIS24779724,0
O75747,DAVIS11984591,0
P42336,DAVIS24779724,0
Q15375,DAVIS11717001,0
O94768,DAVIS3025986,0
P51956,DAVIS9884685,0
P27448,DAVIS11626560,0
Q9UK32,DAVIS156414,0
Q99759,DAVIS208908,0
Q9Y6M4,DAVIS176167,0
P27448,DAVIS4908365,1
P00519,DAVIS11667893,1
P54762,DAVIS5291,0
Q99755,DAVIS11364421,0
Q9BYT3,DAVIS11338033,0
Q9NRP7,DAVIS6450551,0
P10721,DAVIS6918454,0
O43353,DAVIS17755052,0
O95382,DAVIS5328940,0
P00519,DAVIS5291,0
P11309,DAVIS5287969,1
P42336,DAVIS9929127,0
Q9NQU5,DAVIS25127112,1
Q13237,DAVIS9809715,0
P54760,DAVIS3038522,0
Q00526,DAVIS42642645,0
P36894,DAVIS10074640,0
Q8TDX7,DAVIS216239,0
Q86V86,DAVIS11409972,0
P36888,DAVIS10074640,0
P00533,DAVIS11485656,0
O14936,DAVIS11364421,0
Q9UEW8,DAVIS5291,0
P42336,DAVIS11314340,0
P51451,DAVIS447077,1
O43293,DAVIS11364421,1
Q9Y2H1,DAVIS644241,0
P00519,DAVIS10138260,1
Q07002,DAVIS9933475,0
Q99759,DAVIS42642645,1
P36888,DAVIS126565,1
Q9UEE5,DAVIS10427712,0
P10721,DAVIS10074640,1
P15735,DAVIS25243800,1
P36894,DAVIS5328940,0
Q8IVW4,DAVIS10461815,0
Q14680,DAVIS5287969,0
P00533,DAVIS44259,1
Q13470,DAVIS123631,0
O60674,DAVIS208908,0
Q8IVH8,DAVIS10138260,1
P10721,DAVIS10074640,1
P22607,DAVIS10127622,0
Q9UEW8,DAVIS216239,0
P53667,DAVIS25127112,0
Q9HAZ1,DAVIS16725726,0
P19525,DAVIS6918454,0
P54762,DAVIS25243800,1
P49759,DAVIS156422,0
Q7KZI7,DAVIS25127112,1
O75582,DAVIS25243800,1
Q96SB4,DAVIS6450551,1
P36888,DAVIS6450551,1
P35916,DAVIS9915743,0
Q15208,DAVIS151194,0
O60674,DAVIS5328940,1
P36888,DAVIS10113978,1
P21860,DAVIS11338033,0
P10721,DAVIS4908365,1
Q99759,DAVIS16725726,1
P54753,DAVIS11712649,1
Q9HC98,DAVIS11364421,0
P11309,DAVIS11626560,0
Q8TD19,DAVIS11656518,0
P51617,DAVIS10184653,1
P00519,DAVIS9809715,1
P07332,DAVIS447077,1
P42681,DAVIS4908365,1
P10721,DAVIS644241,1
P19784,DAVIS11984591,1
P53671,DAVIS16725726,0
Q9UPZ9,DAVIS11234052,0
O75116,DAVIS11717001,0
P80192,DAVIS3038525,0
Q13237,DAVIS3081361,0
Q9UK32,DAVIS24779724,0
P15735,DAVIS16722836,1
Q9NY57,DAVIS44259,1
