0,1,2
O43613,c123352,0
O43614,c123352,0
O43613,c123353,0
O43614,c123353,0
O43613,c123354,1
O43614,c123354,1
O43613,c123355,1
O43614,c123355,1
O43613,c123356,0
O43614,c123356,0
O43613,c123357,1
O43614,c123357,1
O43613,c123358,1
O43614,c123358,1
O43613,c123359,1
O43614,c123359,1
O43613,c123361,1
O43614,c123361,1
O43613,c123362,1
O43614,c123362,1
O43613,c123363,1
O43614,c123363,1
O43613,c123364,0
O43614,c123364,1
O43613,c123365,1
O43614,c123365,0
O43613,c123366,1
O43614,c123366,1
O43613,c123367,1
O43614,c123367,1
O43613,c123368,1
O43614,c123368,0
O43613,c123369,1
O43614,c123369,0
O43613,c123370,0
O43614,c123370,0
O43613,c123371,0
O43614,c123371,1
O43613,c123372,1
O43614,c123372,1
O43613,c123373,0
O43614,c123373,1
O43613,c123374,0
O43614,c123374,0
O43613,c123375,0
O43614,c123375,0
O43613,c123376,1
O43614,c123376,1
O43613,c123378,0
O43614,c123378,0
O43613,c123379,0
O43614,c123379,0
O43613,c123380,0
O43614,c123380,0
O43613,c123381,0
O43614,c123381,0
O43613,c123382,0
O43614,c123382,0
O43613,c123384,0
O43614,c123384,0
O43613,c123385,1
O43614,c123385,0
O43613,c123386,0
O43614,c123386,0
O43613,c123387,1
O43614,c123387,0
O43613,c123388,1
O43614,c123388,1
O43613,c123389,0
O43614,c123389,0
O43613,c123390,1
O43614,c123390,0
O43613,c123391,0
O43614,c123391,0
O43613,c123392,0
O43614,c123392,1
O43613,c123393,0
O43614,c123393,1
O43613,c123394,0
O43614,c123394,1
O43613,c123395,0
O43614,c123395,0
O43613,c123396,0
O43614,c123396,0
O43613,c123397,0
O43614,c123397,0
O43613,c123398,0
O43614,c123398,0
O43613,c123399,0
O43614,c123399,0
O43613,c123400,0
O43614,c123400,0
O43613,c123401,0
O43614,c123401,0
O43613,c123402,0
O43614,c123402,0
O43613,c123404,0
O43614,c123404,0
O43613,c123405,1
O43614,c123405,1
O43613,c123406,0
O43614,c123406,1
O43570,c12414,0
P00915,c12414,0
P00918,c12414,0
P43166,c12414,0
Q13093,c12414,0
Q8N1Q1,c12414,0
P00915,c12415,0
P00918,c12415,0
P00915,c12416,0
P00918,c12416,0
P00915,c12417,0
P00918,c12417,1
P00915,c12418,0
P00918,c12418,1
P09874,c124945,0
P09874,c124946,0
P09874,c124948,0
P09874,c124949,0
O95271,c124950,0
P09874,c124950,1
Q9UGN5,c124950,0
Q9Y6F1,c124950,0
O95271,c124951,0
P09874,c124951,1
Q9UGN5,c124951,0
Q9Y6F1,c124951,0
P09874,c124952,0
P09874,c124953,0
P09874,c124954,0
P09874,c124955,0
P09874,c124956,0
P09874,c124957,0
P09874,c124958,0
P09874,c124959,1
P09874,c124960,1
P09874,c124961,1
P09874,c124962,0
P09874,c124963,0
P09874,c124964,0
O94804,c124970,1
P00519,c124970,1
P07949,c124970,1
P10721,c124970,1
P15056,c124970,0
P16234,c124970,1
P17948,c124970,0
P21127,c124970,0
P24941,c124970,0
P35916,c124970,0
P35968,c124970,0
P36888,c124970,1
P50613,c124970,1
P53778,c124970,0
Q00526,c124970,0
Q00535,c124970,0
Q02763,c124970,0
Q08345,c124970,1
Q86Z02,c124970,0
O00238,c12621,0
O00329,c12621,0
O00444,c12621,0
O00506,c12621,0
O00750,c12621,0
O14578,c12621,0
O14730,c12621,0
O14733,c12621,0
O14757,c12621,0
O14920,c12621,0
O14936,c12621,0
O14965,c12621,0
O14976,c12621,0
O15075,c12621,0
O15111,c12621,0
O15146,c12621,0
O15197,c12621,0
O15264,c12621,0
O15530,c12621,0
O43283,c12621,0
O43293,c12621,0
O43353,c12621,0
O60285,c12621,0
O60331,c12621,0
O60674,c12621,0
O75116,c12621,0
O75385,c12621,0
O75460,c12621,0
O75582,c12621,0
O75676,c12621,0
O75716,c12621,0
O75747,c12621,0
O75914,c12621,0
O76039,c12621,0
O94768,c12621,0
O94804,c12621,0
O94806,c12621,0
O94921,c12621,1
O95382,c12621,0
O95747,c12621,0
O95819,c12621,0
O95835,c12621,0
O96013,c12621,0
O96017,c12621,0
P00519,c12621,0
P00533,c12621,0
P04049,c12621,0
P04626,c12621,0
P04629,c12621,0
P06213,c12621,0
P06239,c12621,0
P06241,c12621,0
P07332,c12621,0
P07333,c12621,0
P07947,c12621,0
P07948,c12621,0
P07949,c12621,0
P08069,c12621,0
P08581,c12621,0
P08631,c12621,0
P08922,c12621,0
P09619,c12621,0
P09769,c12621,0
P0C1S8,c12621,0
P0C264,c12621,0
P10721,c12621,0
P11309,c12621,0
P11362,c12621,0
P11802,c12621,1
P12931,c12621,0
P14616,c12621,0
P15056,c12621,0
P15735,c12621,0
P16234,c12621,0
P16591,c12621,0
P17612,c12621,0
P17948,c12621,0
P19525,c12621,0
P19784,c12621,0
P20794,c12621,1
P21127,c12621,0
P21709,c12621,0
P21802,c12621,0
P21860,c12621,0
P22455,c12621,0
P22607,c12621,0
P22694,c12621,0
P23443,c12621,0
P23458,c12621,0
P24723,c12621,0
P24941,c12621,1
P27037,c12621,0
P27361,c12621,0
P28482,c12621,0
P29317,c12621,0
P29320,c12621,0
P29322,c12621,0
P29323,c12621,0
P29376,c12621,0
P29597,c12621,0
P30291,c12621,0
P30530,c12621,0
P31152,c12621,0
P31749,c12621,0
P31751,c12621,0
P32298,c12621,0
P33981,c12621,0
P35590,c12621,0
P35916,c12621,0
P35968,c12621,0
P36507,c12621,0
P36888,c12621,0
P36894,c12621,0
P36896,c12621,0
P37023,c12621,0
P37173,c12621,0
P41240,c12621,0
P41743,c12621,0
P42336,c12621,0
P42338,c12621,0
P42345,c12621,0
P42679,c12621,0
P42680,c12621,0
P42681,c12621,0
P42684,c12621,0
P42685,c12621,0
P43403,c12621,0
P43405,c12621,0
P45983,c12621,0
P45984,c12621,0
P45985,c12621,0
P46734,c12621,0
P48729,c12621,0
P48736,c12621,0
P49137,c12621,0
P49336,c12621,0
P49674,c12621,0
P49759,c12621,0
P49760,c12621,0
P49761,c12621,1
P49840,c12621,0
P49841,c12621,0
P50613,c12621,1
P50750,c12621,1
P51451,c12621,0
P51617,c12621,0
P51812,c12621,0
P51813,c12621,0
P51817,c12621,0
P51955,c12621,0
P51956,c12621,0
P51957,c12621,0
P52333,c12621,0
P52564,c12621,0
P53350,c12621,0
P53355,c12621,0
P53667,c12621,0
P53671,c12621,0
P53778,c12621,0
P53779,c12621,0
P54646,c12621,0
P54753,c12621,0
P54756,c12621,0
P54760,c12621,0
P54762,c12621,0
P54764,c12621,0
P57058,c12621,0
P57059,c12621,0
P57078,c12621,0
P68400,c12621,0
P78356,c12621,0
P78362,c12621,0
P78368,c12621,0
P80192,c12621,0
P9WI81,c12621,0
Q00526,c12621,1
Q00535,c12621,1
Q00536,c12621,1
Q00537,c12621,1
Q02156,c12621,0
Q02750,c12621,0
Q02763,c12621,0
Q02779,c12621,0
Q04759,c12621,0
Q04771,c12621,0
Q04912,c12621,0
Q05397,c12621,0
Q05655,c12621,0
Q06187,c12621,0
Q06418,c12621,0
Q07912,c12621,0
Q08345,c12621,0
Q08881,c12621,0
Q09013,c12621,0
Q12851,c12621,0
Q12852,c12621,0
Q12866,c12621,0
Q13131,c12621,0
Q13153,c12621,0
Q13163,c12621,0
Q13164,c12621,0
Q13177,c12621,0
Q13188,c12621,0
Q13233,c12621,0
Q13237,c12621,0
Q13464,c12621,0
Q13470,c12621,0
Q13523,c12621,0
Q13546,c12621,0
Q13554,c12621,0
Q13555,c12621,0
Q13557,c12621,0
Q13627,c12621,1
Q13705,c12621,0
Q13873,c12621,0
Q13882,c12621,0
Q13976,c12621,0
Q14004,c12621,0
Q14012,c12621,0
Q14164,c12621,0
Q14289,c12621,0
Q14680,c12621,0
Q15139,c12621,0
Q15208,c12621,0
Q15303,c12621,0
Q15418,c12621,0
Q15569,c12621,0
Q15746,c12621,0
Q15759,c12621,0
Q15831,c12621,0
Q15835,c12621,0
Q16288,c12621,0
Q16512,c12621,0
Q16513,c12621,0
Q16539,c12621,0
Q16566,c12621,0
Q16584,c12621,0
Q16620,c12621,0
Q16659,c12621,0
Q16816,c12621,0
Q16832,c12621,0
Q2M2I8,c12621,0
Q32MK0,c12621,0
Q52WX2,c12621,0
Q56UN5,c12621,0
Q59H18,c12621,0
Q5S007,c12621,0
Q6DT37,c12621,0
Q6P3R8,c12621,0
Q6PHR2,c12621,0
Q6XUX3,c12621,0
Q6ZN16,c12621,0
Q7KZI7,c12621,0
Q7L7X3,c12621,0
Q86UE8,c12621,0
Q86UX6,c12621,0
Q86V86,c12621,0
Q86Y07,c12621,0
Q86YV6,c12621,0
Q86Z02,c12621,0
Q8IU85,c12621,0
Q8IVH8,c12621,0
Q8IVW4,c12621,0
Q8IW41,c12621,0
Q8IWQ3,c12621,0
Q8IY84,c12621,0
Q8IYT8,c12621,0
Q8N4C8,c12621,0
Q8N568,c12621,0
Q8N5S9,c12621,0
Q8N752,c12621,0
Q8NE63,c12621,0
Q8NEV4,c12621,0
Q8NFD2,c12621,0
Q8NG66,c12621,0
Q8NI60,c12621,0
Q8TBX8,c12621,0
Q8TD08,c12621,0
Q8TD19,c12621,0
Q8TDC3,c12621,0
Q8TDR2,c12621,0
Q8TDX7,c12621,0
Q8WTQ7,c12621,0
Q8WU08,c12621,0
Q8WXR4,c12621,0
Q92630,c12621,0
Q92772,c12621,0
Q92918,c12621,0
Q96BR1,c12621,0
Q96D53,c12621,0
Q96GD4,c12621,0
Q96L34,c12621,0
Q96NX5,c12621,0
Q96PY6,c12621,0
Q96Q40,c12621,1
Q96RR4,c12621,0
Q96SB4,c12621,0
Q99640,c12621,0
Q99683,c12621,0
Q99755,c12621,0
Q99759,c12621,0
Q9BQI3,c12621,0
Q9BRS2,c12621,0
Q9BUB5,c12621,0
Q9BVS4,c12621,0
Q9BWU1,c12621,0
Q9BX84,c12621,0
Q9BXA7,c12621,0
Q9BYT3,c12621,0
Q9BZL6,c12621,0
Q9C098,c12621,0
Q9H093,c12621,0
Q9H0K1,c12621,0
Q9H1R3,c12621,0
Q9H2G2,c12621,0
Q9H2K8,c12621,0
Q9H2X6,c12621,0
Q9H3Y6,c12621,0
Q9H422,c12621,0
Q9H4B4,c12621,0
Q9HAZ1,c12621,0
Q9HBH9,c12621,0
Q9HC98,c12621,0
Q9HCP0,c12621,0
Q9NQU5,c12621,0
Q9NRH2,c12621,0
Q9NRM7,c12621,0
Q9NRP7,c12621,0
Q9NSY1,c12621,0
Q9NWZ3,c12621,0
Q9NY57,c12621,0
Q9NYL2,c12621,0
Q9NYY3,c12621,0
Q9P0L2,c12621,0
Q9P1W9,c12621,0
Q9P286,c12621,0
Q9P289,c12621,0
Q9P2K8,c12621,0
Q9UBE8,c12621,0
Q9UBF8,c12621,0
Q9UEE5,c12621,0
Q9UEW8,c12621,0
Q9UF33,c12621,0
Q9UHD2,c12621,0
Q9UIK4,c12621,0
Q9UK32,c12621,0
Q9UKE5,c12621,0
Q9UKI8,c12621,0
Q9UL54,c12621,0
Q9UM73,c12621,0
Q9UPE1,c12621,0
Q9UPZ9,c12621,1
Q9UQ88,c12621,0
Q9UQB9,c12621,0
Q9UQM7,c12621,0
Q9Y243,c12621,0
Q9Y2H1,c12621,0
Q9Y2H9,c12621,0
Q9Y2U5,c12621,0
Q9Y463,c12621,0
Q9Y616,c12621,0
Q9Y6E0,c12621,0
Q9Y6M4,c12621,0
Q9Y6R4,c12621,0
P48736,c12915,0
P16070,c13016,0
P35228,c130385,0
P00918,c13055,0
P00918,c13057,1
P00918,c13058,0
P02766,c13066,0
P02768,c13066,0
O43570,c13075,1
P00915,c13075,0
P00918,c13075,1
P07451,c13075,1
P22748,c13075,1
P23280,c13075,1
P35218,c13075,0
P43166,c13075,1
Q16790,c13075,1
Q8N1Q1,c13075,1
Q9ULX7,c13075,1
Q9Y2D0,c13075,1
P98170,c13167,1
P98170,c13169,1
P98170,c13174,1
P98170,c13190,0
O00238,c13216,0
O00329,c13216,0
O00444,c13216,0
O00506,c13216,0
O00750,c13216,0
O14578,c13216,0
O14730,c13216,0
O14733,c13216,0
O14757,c13216,0
O14920,c13216,0
O14936,c13216,0
O14965,c13216,0
O14976,c13216,1
O15075,c13216,0
O15111,c13216,0
O15146,c13216,0
O15197,c13216,1
O15264,c13216,0
O15530,c13216,0
O43283,c13216,0
O43293,c13216,0
O43353,c13216,0
O60285,c13216,0
O60331,c13216,0
O60674,c13216,0
O75116,c13216,0
O75385,c13216,0
O75460,c13216,0
O75582,c13216,0
O75676,c13216,0
O75716,c13216,0
O75747,c13216,0
O75914,c13216,0
O76039,c13216,0
O94768,c13216,0
O94804,c13216,0
O94806,c13216,0
O94921,c13216,0
O95382,c13216,0
O95747,c13216,0
O95819,c13216,0
O95835,c13216,0
O96013,c13216,0
O96017,c13216,0
P00519,c13216,1
P00533,c13216,0
P04049,c13216,0
P04626,c13216,0
P04629,c13216,0
P06213,c13216,0
P06239,c13216,1
P06241,c13216,1
P07332,c13216,0
P07333,c13216,1
P07947,c13216,1
P07948,c13216,1
P07949,c13216,0
P08069,c13216,0
P08581,c13216,0
P08631,c13216,1
P08922,c13216,0
P09619,c13216,1
P09769,c13216,1
P0C1S8,c13216,0
P0C264,c13216,0
P10721,c13216,1
P11309,c13216,0
P11362,c13216,0
P11802,c13216,0
P12931,c13216,1
P14616,c13216,0
P15056,c13216,0
P15735,c13216,0
P16234,c13216,1
P16591,c13216,0
P17612,c13216,0
P17948,c13216,0
P19525,c13216,0
P19784,c13216,0
P20794,c13216,0
P21127,c13216,0
P21709,c13216,1
P21802,c13216,0
P21860,c13216,1
P22455,c13216,0
P22607,c13216,0
P22694,c13216,0
P23443,c13216,0
P23458,c13216,0
P24723,c13216,0
P24941,c13216,0
P27037,c13216,0
P27361,c13216,0
P27448,c13216,0
P28223,c13216,1
P28482,c13216,0
P29317,c13216,1
P29320,c13216,1
P29322,c13216,1
P29323,c13216,1
P29376,c13216,0
P29597,c13216,0
P30291,c13216,0
P30530,c13216,0
P31152,c13216,0
P31749,c13216,0
P31751,c13216,0
P32298,c13216,0
P33981,c13216,0
P35590,c13216,0
P35916,c13216,0
P35968,c13216,0
P36507,c13216,0
P36888,c13216,0
P36894,c13216,0
P36896,c13216,0
P37023,c13216,0
P37173,c13216,0
P41240,c13216,1
P41743,c13216,0
P42336,c13216,0
P42338,c13216,0
P42345,c13216,0
P42679,c13216,0
P42680,c13216,1
P42681,c13216,1
P42684,c13216,1
P42685,c13216,1
P43403,c13216,0
P43405,c13216,0
P45983,c13216,0
P45984,c13216,0
P45985,c13216,0
P46734,c13216,0
P48729,c13216,0
P48736,c13216,0
P49137,c13216,0
P49336,c13216,0
P49674,c13216,0
P49759,c13216,0
P49760,c13216,0
P49761,c13216,0
P49840,c13216,0
P49841,c13216,0
P50613,c13216,0
P50750,c13216,0
P51451,c13216,1
P51617,c13216,0
P51812,c13216,0
P51813,c13216,1
P51817,c13216,0
P51955,c13216,0
P51956,c13216,0
P51957,c13216,0
P52333,c13216,0
P52564,c13216,0
P53350,c13216,0
P53355,c13216,0
P53667,c13216,0
P53671,c13216,0
P53778,c13216,0
P53779,c13216,0
P54646,c13216,0
P54753,c13216,1
P54756,c13216,1
P54760,c13216,1
P54762,c13216,1
P54764,c13216,1
P57058,c13216,0
P57059,c13216,1
P57078,c13216,0
P68400,c13216,0
P78356,c13216,0
P78362,c13216,0
P78368,c13216,0
P80192,c13216,0
P9WI81,c13216,0
Q00526,c13216,0
Q00535,c13216,0
Q00536,c13216,0
Q00537,c13216,0
Q02156,c13216,0
Q02750,c13216,0
Q02763,c13216,0
Q02779,c13216,0
Q04759,c13216,0
Q04771,c13216,0
Q04912,c13216,0
Q05397,c13216,0
Q05655,c13216,0
Q06187,c13216,1
Q06418,c13216,0
Q07912,c13216,1
Q08345,c13216,1
Q08881,c13216,0
Q09013,c13216,0
Q12851,c13216,0
Q12852,c13216,0
Q12866,c13216,0
Q13131,c13216,0
Q13153,c13216,0
Q13163,c13216,1
Q13164,c13216,0
Q13177,c13216,0
Q13188,c13216,0
Q13233,c13216,0
Q13237,c13216,0
Q13464,c13216,0
Q13470,c13216,0
Q13523,c13216,0
Q13546,c13216,0
Q13554,c13216,0
Q13555,c13216,0
Q13557,c13216,0
Q13627,c13216,0
Q13705,c13216,0
Q13873,c13216,0
Q13882,c13216,1
Q13976,c13216,0
Q14004,c13216,0
Q14012,c13216,0
Q14164,c13216,0
Q14289,c13216,0
Q14680,c13216,0
Q15139,c13216,0
Q15208,c13216,0
Q15303,c13216,0
Q15418,c13216,0
Q15569,c13216,0
Q15746,c13216,0
Q15759,c13216,0
Q15831,c13216,0
Q15835,c13216,0
Q16288,c13216,0
Q16512,c13216,0
Q16513,c13216,0
Q16539,c13216,1
Q16566,c13216,0
Q16584,c13216,0
Q16620,c13216,0
Q16659,c13216,0
Q16816,c13216,0
Q16832,c13216,1
Q2M2I8,c13216,0
Q32MK0,c13216,0
Q52WX2,c13216,0
Q56UN5,c13216,0
Q59H18,c13216,1
Q5S007,c13216,0
Q6DT37,c13216,0
Q6P3R8,c13216,0
Q6PHR2,c13216,0
Q6XUX3,c13216,0
Q6ZN16,c13216,0
Q7KZI7,c13216,0
Q7L7X3,c13216,0
Q86UE8,c13216,0
Q86UX6,c13216,0
Q86V86,c13216,0
Q86Y07,c13216,0
Q86YV6,c13216,0
Q86Z02,c13216,0
Q8IU85,c13216,0
Q8IVH8,c13216,0
Q8IVW4,c13216,0
Q8IW41,c13216,0
Q8IWQ3,c13216,0
Q8IY84,c13216,0
Q8IYT8,c13216,0
Q8N4C8,c13216,0
Q8N568,c13216,0
Q8N5S9,c13216,0
Q8N752,c13216,0
Q8NE63,c13216,0
Q8NEV4,c13216,0
Q8NFD2,c13216,0
Q8NG66,c13216,0
Q8NI60,c13216,0
Q8TBX8,c13216,0
Q8TD08,c13216,0
Q8TD19,c13216,0
Q8TDC3,c13216,0
Q8TDR2,c13216,0
Q8TDX7,c13216,0
Q8WTQ7,c13216,0
Q8WU08,c13216,0
Q8WXR4,c13216,0
Q92630,c13216,0
Q92772,c13216,0
Q92918,c13216,0
Q96BR1,c13216,0
Q96D53,c13216,0
Q96GD4,c13216,0
Q96L34,c13216,0
Q96NX5,c13216,0
Q96PY6,c13216,0
Q96Q40,c13216,0
Q96RR4,c13216,0
Q96SB4,c13216,0
Q99640,c13216,0
Q99683,c13216,0
Q99755,c13216,0
Q99759,c13216,0
Q9BQI3,c13216,0
Q9BRS2,c13216,0
Q9BUB5,c13216,0
Q9BVS4,c13216,0
Q9BWU1,c13216,0
Q9BX84,c13216,0
Q9BXA7,c13216,0
Q9BYT3,c13216,0
Q9BZL6,c13216,0
Q9C098,c13216,0
Q9H093,c13216,0
Q9H0K1,c13216,1
Q9H1R3,c13216,0
Q9H2G2,c13216,0
Q9H2K8,c13216,0
Q9H2X6,c13216,0
Q9H3Y6,c13216,1
Q9H422,c13216,0
Q9H4B4,c13216,0
Q9HAZ1,c13216,0
Q9HBH9,c13216,0
Q9HC98,c13216,0
Q9HCP0,c13216,0
Q9NQU5,c13216,0
Q9NRH2,c13216,0
Q9NRM7,c13216,0
Q9NRP7,c13216,0
Q9NSY1,c13216,0
Q9NWZ3,c13216,0
Q9NY57,c13216,0
Q9NYL2,c13216,0
Q9NYY3,c13216,0
Q9P0L2,c13216,0
Q9P1W9,c13216,0
Q9P286,c13216,0
Q9P289,c13216,0
Q9P2K8,c13216,0
Q9UBE8,c13216,0
Q9UBF8,c13216,0
Q9UEE5,c13216,0
Q9UEW8,c13216,0
Q9UF33,c13216,0
Q9UHD2,c13216,0
Q9UIK4,c13216,0
Q9UK32,c13216,0
Q9UKE5,c13216,0
Q9UKI8,c13216,0
Q9UL54,c13216,0
Q9UM73,c13216,0
Q9UPE1,c13216,0
Q9UPZ9,c13216,0
Q9UQ88,c13216,0
Q9UQB9,c13216,0
Q9UQM7,c13216,0
Q9Y243,c13216,0
Q9Y2H1,c13216,0
Q9Y2H9,c13216,0
Q9Y2U5,c13216,0
Q9Y463,c13216,0
Q9Y616,c13216,0
Q9Y6E0,c13216,0
Q9Y6M4,c13216,0
Q9Y6R4,c13216,0
O00238,c13336,0
O00329,c13336,0
O00444,c13336,0
O00506,c13336,0
O00750,c13336,0
O14578,c13336,0
O14730,c13336,0
O14733,c13336,0
O14757,c13336,0
O14920,c13336,0
O14936,c13336,0
O14965,c13336,0
O14976,c13336,1
O15075,c13336,0
O15111,c13336,0
O15146,c13336,0
O15197,c13336,0
O15264,c13336,0
O15530,c13336,0
O43283,c13336,0
O43293,c13336,0
O43353,c13336,1
O60285,c13336,0
O60331,c13336,0
O60674,c13336,0
O75116,c13336,0
O75385,c13336,0
O75460,c13336,0
O75582,c13336,0
O75676,c13336,0
O75716,c13336,0
O75747,c13336,0
O75914,c13336,0
