0,1,2,3,4,5
DB07732,1.349542912976176e-06,2-[(2-NAPHTHYLSULFONYL)AMINO]ETHYL DIHYDROGEN PHOSPHATE,,OP(O)(=O)OCCNS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1,-9.0
DB12847,1.3080916687613353e-06,Pyroxamide,,ONC(=O)CCCCCCC(=O)NC1=CN=CC=C1,-7.7
DB08147,1.3019611060371972e-06,"4-[3-(dibenzylamino)phenyl]-2,4-dioxobutanoic acid",,OC(=O)C(=O)CC(=O)C1=CC=CC(=C1)N(CC1=CC=CC=C1)CC1=CC=CC=C1,-7.4
DB07745,1.2786796332875383e-06,2-{[4-(TRIFLUOROMETHOXY)BENZOYL]AMINO}ETHYL DIHYDROGEN PHOSPHATE,,OP(O)(=O)OCCNC(=O)C1=CC=C(OC(F)(F)F)C=C1,-8.1
DB12005,1.2452319424482994e-06,Nirogacestat,,CCC[C@H](N[C@H]1CCC2=CC(F)=CC(F)=C2C1)C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C,-9.1
DB00891,1.1354281923559029e-06,Sulfapyridine,,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,-7.9
DB11819,1.129288079937396e-06,ASP-4058,,C[C@H](OC1=CC=C(C=C1C(F)(F)F)C1=NC(=NO1)C1=CC=C2NC=NC2=C1)C(F)(F)F,-8.9
DB04460,1.0808141723828157e-06,(C8-S)-Hydantocidin 5'-phosphate,,[H]N1C(=O)N(CCC[C@H](N(O)CO)C(O)=O)C(=O)[C@]11O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,-8.2
DB12948,1.0379704917795607e-06,Didox,,ONC(=O)C1=CC(O)=C(O)C=C1,-7.1
DB07490,1.0112917152582668e-06,"2-[1-(4-CHLORO-PHENYL)-ETHYL]-4,6-DINITRO-PHENOL",,[H][C@@](C)(C1=CC=C(Cl)C=C1)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,-7.0
DB07130,1.0092010143125663e-06,4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID,,OC(=O)COC1=C(SC(=C1Br)C1=CC=CC=C1)C(O)=O,-6.6
DB00322,1.0082583230541786e-06,Floxuridine,,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,-7.8
DB03101,9.509905680715747e-07,Ribose-1-Phosphate,,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O,-5.9
DB02666,8.546252843188995e-07,(C8-R)-hydantocidin 5'-phosphate,,[H]N1C(=O)N(CCC[C@@H](N(O)CO)C(O)=O)C(=O)[C@]11O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,-6.1
DB04485,8.234275128415902e-07,Thymidine,,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,-8.0
DB07245,7.361425105045782e-07,6-[2-(3'-METHOXYBIPHENYL-3-YL)ETHYL]PYRIDIN-2-AMINE,,COC1=CC=CC(=C1)C1=CC(CCC2=CC=CC(N)=N2)=CC=C1,-10.9
DB02014,7.228824188132421e-07,"5-(2-Fluoro-5-{(1E)-3-[3-hydroxy-2-(methoxycarbonyl)phenoxy]-1-propen-1-yl}phenyl)-1,2-oxazole-3-carboxylic acid",,COC(=O)C1=C(O)C=CC=C1OC\C=C\C1=CC(C2=CC(=NO2)C(O)=O)=C(F)C=C1,-7.6
DB01822,7.021280339358782e-07,"(4R,5R)-1,2-dithiane-4,5-diol",,O[C@H]1CSSC[C@@H]1O,-4.5
DB02493,6.791532314309734e-07,Hydantocidin-5'-phosphate,,[H]N1C(=O)N([H])[C@@]2(O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C1=O,-7.7
DB12863,6.581016123163863e-07,Sivelestat,,CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=C1C(=O)NCC(O)=O,-7.6
DB08001,6.49099774818751e-07,5-(3-{3-[3-HYDROXY-2-(METHOXYCARBONYL)PHENOXY]PROPENYL}PHENYL)-4-(HYDROXYMETHYL)ISOXAZOLE-3-CARBOXYLIC ACID,,COC(=O)C1=C(O)C=CC=C1OC\C=C\C1=CC(=CC=C1)C1=C(CO)C(=NO1)C(O)=O,-9.1
DB01734,6.146954660835036e-07,3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid,,OC(=O)C(=O)NC1=CC2=C(C=CC=C2)C=C1C(O)=O,-9.0
DB04141,6.135686021480069e-07,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",,[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCC)[C@]1([H])O,-7.0
DB03584,5.672081897500902e-07,4-Thio-beta-D-glucopyranose,,[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(S)[C@]([H])(O)[C@@]1([H])O,-5.3
DB04523,5.350493097466824e-07,Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate,,[H][C@@](NC(=O)OC(C)(C)C)(C=O)C1CCCCC1,-7.9
DB05015,5.304209480527788e-07,Belinostat,,ONC(=O)\C=C\C1=CC=CC(=C1)S(=O)(=O)NC1=CC=CC=C1,-9.7
DB04714,4.5193630171525e-07,ISOPENTENYL PYROPHOSPHATE,,CC(=C)CCO[P@](O)(=O)OP(O)(O)=O,-6.5
DB00263,4.2859369386860635e-07,Sulfisoxazole,,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,-8.2
DB03171,4.1962709929066477e-07,Indole-3-Propanol Phosphate,,OP(O)(=O)OCCCC1=CNC2=C1C=CC=C2,-8.5
DB07206,3.8887782238816726e-07,6-[2-(1H-INDOL-6-YL)ETHYL]PYRIDIN-2-AMINE,,NC1=NC(CCC2=CC=C3C=CNC3=C2)=CC=C1,-9.3
DB08593,3.3127088272522087e-07,"1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE",,O=C1CN(C2=CC=CC=C2)S(=O)(=O)N1,-7.3
DB02546,3.216313189113862e-07,Vorinostat,,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,-7.9
DB07730,3.195443696313305e-07,"5-(3-HYDROXYPHENYL)ISOTHIAZOL-3(2H)-ONE 1,1-DIOXIDE",,OC1=CC(=CC=C1)C1=CC(=O)NS1(=O)=O,-8.3
DB03800,3.0046737720113015e-07,Deoxyuridine monophosphate,,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O,-8.4
DB02954,2.9429443770823127e-07,(Carboxyhydroxyamino)Ethanoic Acid,,ON(CC(O)=O)C(O)=O,-5.3
DB02072,2.72719347549355e-07,"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Thiopyran-3-Carboxylic Acid",,OC(=O)C(=O)NC1=C(C(O)=O)C2=C(CSCC2)S1,-7.3
DB03761,2.445715381327318e-07,5-fluoro-2'-deoxyuridine-5'-monophosphate,,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(F)C(=O)NC1=O,-8.6
DB04143,2.0085182939055812e-07,Indole-3-Glycerol Phosphate,,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C1=CNC2=C1C=CC=C2,-7.9
DB02784,1.944477645565712e-07,N-(Bromoacetyl)-beta-alanyl-N-(2-{4-[(carboxycarbonyl)amino]phenyl}ethyl)-L-serinamide,,[H]N(CCC(=O)N([H])[C@@]([H])(CO)C(=O)N([H])CCC1=CC=C(C=C1)N([H])C(=O)C(O)=O)C(=O)CBr,-6.6
DB07918,1.0703091390951158e-07,2-heptyl-4-hydroxyquinoline N-oxide,,CCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1,-6.0
DB07925,9.78989476152492e-08,4-(2-HYDROXYPHENYLSULFINYL)-BUTYLPHOSPHONIC ACID,,OC1=CC=CC=C1[S@](=O)CCCCP(O)(O)=O,-7.2
DB01077,7.134529766972264e-08,Etidronic acid,,CC(O)(P(O)(O)=O)P(O)(O)=O,-5.7
DB07890,5.4160206985898185e-08,4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID,,OC1=C(SCC\C=C\P(O)(O)=O)C=CC=C1,-7.5
DB07894,4.3797911075671436e-08,4-(2-HYDROXY-4-FLUOROPHENYLTHIO)-BUTYLPHOSPHONIC ACID,,OC1=CC=C(F)C=C1SCC\C=C\P(O)(O)=O,-7.2
DB07480,3.619675226218533e-08,4-PHOSPHONOOXY-PHENYL-METHYL-[4-PHOSPHONOOXY]BENZEN,,OP(O)(=O)OC1=CC=C(CC2=CC=C(OP(O)(O)=O)C=C2)C=C1,-8.3
DB08397,3.4497375622777326e-08,6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID,,OC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(F)(F)P(O)(O)=O,-8.9
