0,1,2,3,4,5
DB01242,0.9871706366539001,Clomipramine,yes,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,-8.9
DB00332,0.9870404601097107,Ipratropium,,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,-8.7
DB08071,0.986962616443634,"(2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine",,[H][C@](C)(C[C@@]([H])(C)C1=CC=CC=C1)C[C@]1([H])CCCCN1C,-8.7
DB12188,0.9867543578147888,Zicronapine,,CN1CCN(CC1(C)C)[C@@H]1C[C@H](C2=C1C=C(Cl)C=C2)C1=CC=CC=C1,-10.0
DB09014,0.9862852096557617,Captodiame,,CCCCSC1=CC=C(C=C1)C(SCCN(C)C)C1=CC=CC=C1,-7.4
DB05805,0.985638439655304,NS-2359,yes,COC[C@H]1[C@H]2CC[C@@H](C[C@@H]1C1=CC(Cl)=C(Cl)C=C1)N2C,-8.5
DB03701,0.9855688214302063,Vanoxerine,,FC1=CC=C(C=C1)C(OCCN1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,-10.2
DB07494,0.9853923916816711,"(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE",,[H][C@]12CC[C@]([H])(C[C@]([H])(C1)OC1C3=CC=CC=C3CCC3=C1C=CC=C3)[N+]2(C)C,-8.8
DB01430,0.9852222800254822,Almitrine,,FC1=CC=C(C=C1)C(N1CCN(CC1)C1=NC(NCC=C)=NC(NCC=C)=N1)C1=CC=C(F)C=C1,-6.7
DB00574,0.9851465821266174,Fenfluramine,yes,CCNC(C)CC1=CC=CC(=C1)C(F)(F)F,-7.6
DB09097,0.9850332140922546,Quinagolide,,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,-9.5
DB01036,0.9849595427513123,Tolterodine,,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,-9.0
DB12883,0.9849075078964233,Eltoprazine,,C1CN(CCN1)C1=C2OCCOC2=CC=C1,-7.7
DB01116,0.9848528504371643,Trimethaphan,,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1,-10.0
DB01579,0.9848240613937378,Phendimetrazine,,C[C@H]1[C@@H](OCCN1C)C1=CC=CC=C1,-7.5
DB05592,0.984505832195282,Blarcamesine,,CN(C)CC1CCOC1(C1=CC=CC=C1)C1=CC=CC=C1,-8.5
DB01625,0.9842513799667358,Isopropamide,,CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,-9.8
DB05964,0.9839115142822266,Amitifadine,yes,[H][C@]12C[C@]1(CNC2)C1=CC(Cl)=C(Cl)C=C1,-7.9
DB00354,0.9838698506355286,Buclizine,,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,-7.2
DB00737,0.9837051630020142,Meclizine,,CC1=CC(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)=CC=C1,-9.6
DB06731,0.9836887121200562,Seproxetine,yes,NCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,-9.0
DB06538,0.9835848808288574,Robalzotan,,NC(=O)C1=C2C[C@H](COC2=C(F)C=C1)N(C1CCC1)C1CCC1,-9.4
DB01114,0.9835574626922607,Chlorpheniramine,yes,CN(C)CCC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,-8.2
DB00557,0.9834997653961182,Hydroxyzine,,OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,-7.4
DB12110,0.9830958247184753,m-Chlorophenylpiperazine,,ClC1=CC(=CC=C1)N1CCNCC1,-7.4
DB14844,0.9830743670463562,ONC-201,,CC1=CC=CC=C1CN1C2=NCCN2C2=C(CN(CC3=CC=CC=C3)CC2)C1=O,-8.6
DB00283,0.9827589392662048,Clemastine,,CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,-9.2
DB00340,0.982602596282959,Metixene,,CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,-9.7
DB04825,0.9824856519699097,Prenylamine,,CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,-9.9
DB09068,0.9824700355529785,Vortioxetine,yes,CC1=CC=C(SC2=CC=CC=C2N2CCNCC2)C(C)=C1,-9.0
DB06016,0.9822776317596436,Cariprazine,,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)C2=C(Cl)C(Cl)=CC=C2)CC1,-8.3
DB01577,0.9819527268409729,Metamfetamine,yes,CN[C@@H](C)CC1=CC=CC=C1,-6.4
DB00568,0.9814033508300781,Cinnarizine,,C(\C=C\C1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,-9.7
DB00192,0.9813209176063538,Indecainide,,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12,-9.6
DB05738,0.9811428785324097,Vapitadine,,NC(=O)C1=CN=C2N1CCC1=C(C=CC=C1)C21CCNCC1,-9.3
DB01339,0.9809303283691406,Vecuronium,,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,-6.7
DB08544,0.9809016585350037,(S)-Fluoxetine,,CNCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,-9.1
DB01221,0.9808188080787659,Ketamine,,CNC1(CCCCC1=O)C1=CC=CC=C1Cl,-7.6
DB07917,0.9807791709899902,4-(BENZHYDRYLOXY)-1-[3-(1H-TETRAAZOL-5-YL)PROPYL]PIPERIDINE,,C(CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1)CC1=NN=NN1,-10.9
DB12436,0.9807016253471375,Vofopitant,,COC1=CC=C(C=C1CN[C@H]1CCCN[C@H]1C1=CC=CC=C1)N1N=NN=C1C(F)(F)F,-10.2
DB00182,0.9806901812553406,Amphetamine,yes,CC(N)CC1=CC=CC=C1,-6.2
DB00420,0.980344831943512,Promazine,,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,-8.6
DB00341,0.9803135991096497,Cetirizine,,OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,-7.6
DB01337,0.9800818562507629,Pancuronium,,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,-6.8
DB01158,0.980059802532196,Bretylium,,CC[N+](C)(C)CC1=CC=CC=C1Br,-6.3
DB15971,0.979945957660675,Clorotepine,,CN1CCN(CC1)C1CC2=CC=CC=C2SC2=C1C=C(Cl)C=C2,-8.8
DB12057,0.979810893535614,ORM-12741,,COC[C@@]1(C)CCCN2CCC3=C(OC4=CC=CC=C34)[C@H]12,-9.7
DB04842,0.9796804785728455,Fluspirilene,,FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1,-9.9
DB12710,0.9794923067092896,Perazine,,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,-8.2
DB01176,0.9793436527252197,Cyclizine,,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,-9.4
DB12877,0.9792841672897339,Oxatomide,,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,-10.6
DB00462,0.9792560338973999,Methscopolamine bromide,,[Br-].[H][C@@]12O[C@]1([H])[C@H]1C[C@H](C[C@@H]2[N+]1(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1,-1.1
DB09069,0.9791105389595032,Trimetazidine,,COC1=C(OC)C(OC)=C(CN2CCNCC2)C=C1,-7.3
DB00913,0.9790523648262024,Anileridine,,CCOC(=O)C1(CCN(CCC2=CC=C(N)C=C2)CC1)C1=CC=CC=C1,-9.4
DB11949,0.9789785742759705,Vestipitant,,C[C@@H](N(C)C(=O)N1CCNC[C@@H]1C1=CC=C(F)C=C1C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,-10.5
DB01146,0.9789360761642456,Diphenylpyraline,,CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,-9.3
DB06678,0.9789347052574158,Esmirtazapine,,[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1,-9.7
DB08239,0.9789280891418457,"(2S)-4-(2,5-DIFLUOROPHENYL)-N-METHYL-2-PHENYL-N-PIPERIDIN-4-YL-2,5-DIHYDRO-1H-PYRROLE-1-CARBOXAMIDE",,[H][C@]1(C=C(CN1C(=O)N(C)C1CCNCC1)C1=CC(F)=CC=C1F)C1=CC=CC=C1,-9.3
DB08799,0.9788949489593506,Antazoline,,C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1,-9.1
