0,1,2,3,4,5
DB08093,0.9959856867790222,3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE,,NC1=C(OCC2=CC=CC3=CC=CC=C23)C=CC=N1,-8.4
DB08313,0.9958617687225342,Nocodazole,,COC(=O)NC1=NC2=CC(=CC=C2N1)C(=O)C1=CC=CS1,-8.0
DB01438,0.9958394765853882,Phenazopyridine,,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1,-7.1
DB12400,0.9955860376358032,Voxtalisib,,CCN1C(=O)C(=CC2=C(C)N=C(N)N=C12)C1=CC=NN1,-8.3
DB04163,0.9955145716667176,"5-Phenylsulfanyl-2,4-Quinazolinediamine",,NC1=NC2=C(C(N)=N1)C(SC1=CC=CC=C1)=CC=C2,-8.5
DB08146,0.995468258857727,"7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine",,NC1=NC2=C(C=N1)C=C(C1=CC=CC=C1)C(=N2)N1CC=CC1,-9.0
DB00359,0.995465874671936,Sulfadiazine,,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,-7.8
DB04367,0.9954406023025512,Debromohymenialdisine,,NC1=NC(=O)\C(N1)=C1/CCNC(=O)C2=C1C=CN2,-8.3
DB08787,0.9951011538505554,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",,NC1=NC(=C(C=N1)\N=N\C1=CC=CC=C1)C1=C(Cl)C=C(Cl)C=C1,-8.5
DB08340,0.9950163960456848,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",,N(C1=CC=CC=C1)C1=NC2=CC=NN2C(NC2=CC=CC=C2)=N1,-9.1
DB04069,0.9949550032615662,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",,NC1=NN=C2C(CCC3=CC=CC=C23)=C1,-8.1
DB00664,0.9946422576904296,Sulfametopyrazine,,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1,-7.5
DB08065,0.994561731815338,2-(1H-pyrazol-3-yl)-1H-benzimidazole,,N1C=CC(=N1)C1=NC2=CC=CC=C2N1,-7.4
DB00205,0.994556188583374,Pyrimethamine,,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,-7.9
DB00880,0.9944900274276732,Chlorothiazide,,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1,-7.2
DB01015,0.9944785833358764,Sulfamethoxazole,,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,-7.5
DB01119,0.994440257549286,Diazoxide,,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2,-6.9
DB08083,0.9943920969963074,"2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide",,NS(=O)(=O)C1=CC=C2NC(=NC2=C1)C1=CSC=N1,-7.6
DB08076,0.9943667054176332,"4-[1-(2,6-dichlorobenzyl)-2-methyl-1H-imidazol-4-yl]pyrimidin-2-amine",,CC1=NC(=CN1CC1=C(Cl)C=CC=C1Cl)C1=NC(N)=NC=C1,-7.8
DB07187,0.9943642616271972,CP-744809,,CC1=C(OC2=CC=C(Cl)C=C12)S(=O)(=O)C1=NNC(=O)C=C1,-8.4
DB07577,0.9942860007286072,"2,4-Diamino-5-phenyl-6-ethylpyrimidine",,CCC1=C(C(N)=NC(N)=N1)C1=CC=CC=C1,-7.8
DB08776,0.9942293167114258,"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE",,CC(=O)NC1=NC2=C(S1)C(=O)NCCC2,-6.8
DB08317,0.994121253490448,"5-methyl-6-phenylquinazoline-2,4-diamine",,CC1=C(C=CC2=NC(N)=NC(N)=C12)C1=CC=CC=C1,-9.0
DB06898,0.9940366744995116,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",,CN1C(N)=NC2=C1C=C(C=N2)C1=CC=C(O)C=C1,-8.1
DB02616,0.9939764738082886,FR117016,,NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1,-8.2
DB02041,0.9938104748725892,Isoluminol,,NC1=CC=C2C(=O)NNC(=O)C2=C1,-7.2
DB07161,0.9935728311538696,5-phenyl-1H-indazol-3-amine,,NC1=NNC2=CC=C(C=C12)C1=CC=CC=C1,-8.4
DB06625,0.993323028087616,Vipadenant,,CC1=CC(CN2N=NC3=C(N=C(N)N=C23)C2=CC=CO2)=CC=C1N,-8.5
DB03608,0.9932531714439392,Diminazene,,NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1,-8.4
DB08074,0.9932237863540648,3-(3-Methyl-2-buten-1-yl)-3H-purin-6-amine,,CC(C)=CCN1C=NC(N)=C2N=CN=C12,-6.8
DB07058,0.9932079911231996,"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",,COC1=CC=C(C=C1)N1C=NC2=C1C=C(C=C2)C1=NNC(=S)O1,-8.7
DB03304,0.9931747317314148,7-Deaza-7-Aminomethyl-Guanine,,NCC1=CNC2=C1C(=O)NC(N)=N2,-6.6
DB00730,0.9930349588394164,Thiabendazole,,N1C2=CC=CC=C2N=C1C1=CSC=N1,-7.0
DB00643,0.9928927421569824,Mebendazole,,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1,-9.0
DB01958,0.9928160905838012,"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine",,CC(C)(C)C1=CC=C(SC2=CC=CC3=C2C(N)=NC(N)=N3)C=C1,-8.6
DB08398,0.9928112626075744,"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",,CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1,-8.4
DB07942,0.992635190486908,2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine,,FC1=CC=C(C=C1)C1=CNN=C1C1=CC(F)=NC=C1,-8.8
DB07312,0.992603838443756,"2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE",,ClC1=CC=C2OC(NS(=O)(=O)C3=CC(Cl)=CC=C3Cl)=NC2=C1,-8.1
DB08798,0.9925382733345032,Sulfamoxole,,CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1,-7.7
DB00384,0.9925343990325928,Triamterene,,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,-8.4
DB04356,0.992526650428772,9-Deazaguanine,,NC1=NC2=C(NC=C2)C(=O)N1,-6.0
DB01275,0.9924996495246888,Hydralazine,,NNC1=NN=CC2=CC=CC=C12,-7.1
DB02029,0.9924986958503724,N-Cyclohexyl-N'-(4-Iodophenyl)Urea,,IC1=CC=C(NC(=O)NC2CCCCC2)C=C1,-7.4
DB02911,0.9922593235969543,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",,[H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1,-8.4
DB04338,0.9919522404670716,SB220025,,NC1=NC=CC(=N1)C1=C(N=CN1C1CCNCC1)C1=CC=C(F)C=C1,-8.6
DB08301,0.9919387698173524,N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE,,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1=CC=C(C=C1)S(N)(=O)=O,-8.3
DB01325,0.9919193983078004,Quinethazone,,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,-7.6
DB11717,0.9918166995048524,Epacadostat,,NS(=O)(=O)NCCNC1=NON=C1\C(NC1=CC=C(F)C(Br)=C1)=N\O,-8.3
DB07252,0.9916864037513732,"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide",,NS(=O)(=O)C1=CC(NC2=NC(NC3=C(Cl)C=CC4=C3OCO4)=CC=N2)=CC=C1,-8.8
DB07325,0.991606831550598,N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE,,CC1=NC(N)=NC(CNS(=O)(=O)C2=CC(N\C=C3/CCOC3=O)=CC=C2)=C1,-9.3
DB04769,0.9915252327919006,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",,O=C1NC(=O)\C(S1)=C\C1=CC2=C(C=C1)N=CC=N2,-8.3
DB03980,0.9914618730545044,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,NC1=NC(=CC=N1)C1=C(N=CN1CC1CC1)C1=CC=C(F)C=C1,-8.1
DB06504,0.9914461374282836,S-8510,,C1CC2=C(CO1)C1=C(NC(=N1)C1=NOC=C1)C=N2,-7.5
DB03505,0.9914103150367736,"2,6-diaminoquinazolin-4-ol",,NC1=CC2=C(O)N=C(N)N=C2C=C1,-6.4
DB02885,0.9913961291313172,4-Imino-5-Methidyl-2-Trifluoromethylpyrimidine,,FC(F)(F)C1=NC(=N)C(=C)C=N1,-6.1
DB07829,0.9911578297615052,4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE,,FC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1,-8.3
DB08326,0.9910370111465454,"2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE",,OC1=CC2=C(C=C1)N=C(S2)C1=NC(=O)CS1,-7.1
DB07284,0.9909947514533995,"N~3~-(3-PYRIDIN-3-YLBENZYL)PYRIDINE-2,3-DIAMINE",,NC1=NC=CC=C1NCC1=CC=CC(=C1)C1=CN=CC=C1,-8.9
DB12746,0.9909909963607788,AKN-028,,NC1=C(NC2=CC=C3NC=CC3=C2)N=C(C=N1)C1=CC=NC=C1,-8.8
DB04910,0.9908998012542723,Oxibendazole,,CCCOC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,-7.2
DB06468,0.9908688068389891,Cariporide,,CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)NC(N)=N,-7.5
DB08145,0.99062317609787,"6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE",,COC1=CC=CC(OC)=C1C1=CC2=CN=C(N)N=C2N=C1N,-8.1
DB03197,0.990620732307434,6-Hydroxymethylpterin,,NC1=NC(=O)C2=NC(CO)=CN=C2N1,-6.5
DB07993,0.9902490973472596,"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",,NC1=NC=CC=C1NCC1=CC=CC(=C1)C1=CC2=C(C=CN2)C=C1,-9.7
