0,1,2,3,4
DB07540,0.9974269270896912,"4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE",yes,C\C(C1=CC=C(O1)C1=CC=C(C=C1)S(N)(=O)=O)=C1\SC(=N)NC1=O
DB07529,0.9974242448806763,"(5E)-2-Amino-5-(2-pyridinylmethylene)-1,3-thiazol-4(5H)-one",yes,N=C1NC(=O)\C(S1)=C/C1=CC=CC=N1
DB07292,0.9973070621490479,"4-(2-amino-1,3-thiazol-4-yl)phenol",,NC1=NC(=CS1)C1=CC=C(O)C=C1
DB07531,0.9970220923423767,"4-{5-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE",yes,NS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=C1/SC(=O)NC1=O
DB08314,0.9969684481620789,"(2-AMINO-1,3-OXAZOL-5-YL)-(3-BROMOPHENYL)METHANONE",,NC1=NC=C(O1)C(=O)C1=CC(Br)=CC=C1
DB11919,0.9969281554222107,6-O-benzylguanine,,NC1=NC(OCC2=CC=CC=C2)=C2N=CNC2=N1
DB00440,0.9969269633293152,Trimethoprim,,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC
DB12912,0.9968857169151306,Nolatrexed,,CC1=CC=C2N=C(N)NC(=O)C2=C1SC1=CC=NC=C1
DB07149,0.9968851208686829,"(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one",yes,[H][C@]1(CCF)CNC(=O)C2=C1NC(=C2)C1=NC(N)=NC=C1
DB04168,0.9968728423118591,Bropirimine,,NC1=NC(=O)C(Br)=C(N1)C1=CC=CC=C1
DB16192,0.9968256950378418,Imaradenant,,CC1=NC(Cl)=CC(=C1)C1=NN=C(N)N=C1C1=CC=C(F)C=C1
DB08219,0.9967929720878601,"4-Methyl-5-[(2Z)-2-{[4-(4-morpholinyl)phenyl]imino}-2,5-dihydro-4-pyrimidinyl]-1,3-thiazol-2-amine",yes,CC1=C(SC(N)=N1)C1=N\C(=N/C2=CC=C(C=C2)N2CCOCC2)N=CC1
DB02402,0.9967532753944397,"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine",,COC1=CC=C(OC2=CC=CC3=NC(N)=NC(N)=C23)C=C1
DB04306,0.9967436790466309,"5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine",,CC1=CC=C(SC2=CC=CC3=C2C(N)=NC(N)=N3)C=C1
DB07311,0.9967404007911682,"18-CHLORO-11,12,13,14-TETRAHYDRO-1H,10H-8,4-(AZENO)-9,15,1,3,6-BENZODIOXATRIAZACYCLOHEPTADECIN-2-ONE",,ClC1=CC2=C(OCCCCCOC3=CN=CC(NC(=O)N2)=N3)C=C1
DB00740,0.996733546257019,Riluzole,,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
DB15097,0.9967188239097595,Gefapixant,,COC1=C(C=C(OC2=CN=C(N)N=C2N)C(=C1)C(C)C)S(N)(=O)=O
DB08667,0.996713399887085,4-(4-fluoro-phenylazo)-5-imino-5H-pyrazol-3-ylamine,,FC1=CC=C(NN=C2C(=N)N=NC2=N)C=C1
DB01788,0.9966752529144287,4-Imino-5-Methidyl-2-Methylpyrimidine,,CC1=NC(=N)C(=C)C=N1
DB01581,0.9966118931770325,Sulfamerazine,,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1
DB08786,0.9965999722480774,4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine,,COCCOC1=NC(N)=NC(C)=C1
DB03780,0.9965142607688904,2-Aminoquinazolin-4(3h)-One,,NC1=NC2=CC=CC=C2C(=O)N1
DB08114,0.996485710144043,"5-benzyl-1,3-thiazol-2-amine",,NC1=NC=C(CC2=CC=CC=C2)S1
DB07319,0.996444046497345,"6-(3-BROMO-2-NAPHTHYL)-1,3,5-TRIAZINE-2,4-DIAMINE",,NC1=NC(=NC(N)=N1)C1=CC2=CC=CC=C2C=C1Br
DB08312,0.9962438344955444,"6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE",yes,NC1=NC(N)=C(N=O)C(OCC2CCCCC2)=N1
DB19372,0.9961686730384827,,,
DB04101,0.996099591255188,"N'-[4-(2,4-Dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-N-hydroxyimidoformamide",yes,CC1=NC(C)=C(S1)C1=NC(\N=C\NO)=NC=C1
DB08194,0.996046245098114,"4-methyl-7,8-dihydro-5H-thiopyrano[4,3-d]pyrimidin-2-amine",,CC1=NC(N)=NC2=C1CSCC2
DB03125,0.9960364699363708,"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium",,COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OC)=C1OC
DB08182,0.9960144758224487,"4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine",yes,CCCOC1=C2C(NC=C2C2=NC(N)=NC=C2)=NC=C1
DB01582,0.996013879776001,Sulfamethazine,,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1
DB01299,0.9960135221481323,Sulfadoxine,,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC
DB04655,0.996000349521637,Metoprine,,CC1=C(C(N)=NC(N)=N1)C1=CC(Cl)=C(Cl)C=C1
DB08093,0.9959856867790222,3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE,,NC1=C(OCC2=CC=CC3=CC=CC=C23)C=CC=N1
DB07533,0.9959154725074768,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]-2-FURYL}-N-METHYLBENZENESULFONAMIDE",yes,CNS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=C1/SC(=N)NC1=O
DB08313,0.9958617687225342,Nocodazole,,COC(=O)NC1=NC2=CC(=CC=C2N1)C(=O)C1=CC=CS1
DB01438,0.9958394765853882,Phenazopyridine,,NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1
DB12400,0.9955860376358032,Voxtalisib,,CCN1C(=O)C(=CC2=C(C)N=C(N)N=C12)C1=CC=NN1
DB08673,0.9955258965492249,"4-[(5-ISOPROPYL-1,3-THIAZOL-2-YL)AMINO]BENZENESULFONAMIDE",yes,CC(C)C1=CN=C(NC2=CC=C(C=C2)S(N)(=O)=O)S1
DB04163,0.9955145716667175,"5-Phenylsulfanyl-2,4-Quinazolinediamine",,NC1=NC2=C(C(N)=N1)C(SC1=CC=CC=C1)=CC=C2
DB08146,0.995468258857727,"7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine",,NC1=NC2=C(C=N1)C=C(C1=CC=CC=C1)C(=N2)N1CC=CC1
DB00359,0.995465874671936,Sulfadiazine,,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1
DB04367,0.9954406023025513,Debromohymenialdisine,,NC1=NC(=O)\C(N1)=C1/CCNC(=O)C2=C1C=CN2
DB03307,0.995354175567627,4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide,yes,NC1=NC=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=C1
DB07137,0.9952830672264099,(2S)-N-[(3E)-5-Cyclopropyl-3H-pyrazol-3-ylidene]-2-[4-(2-oxo-1-imidazolidinyl)phenyl]propanamide,yes,C[C@H](C(=O)\N=C1/C=C(N=N1)C1CC1)C1=CC=C(C=C1)N1CCNC1=O
DB02898,0.9951519966125488,(5R)-5-{[(2-Amino-3H-purin-6-yl)oxy]methyl}-2-pyrrolidinone,yes,NC1=NC2=C(N=CN2)C(OC[C@H]2CCC(=O)N2)=N1
DB08787,0.9951011538505554,"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine",,NC1=NC(=C(C=N1)\N=N\C1=CC=CC=C1)C1=C(Cl)C=C(Cl)C=C1
DB08340,0.9950163960456848,"N,N'-DIPHENYLPYRAZOLO[1,5-A][1,3,5]TRIAZINE-2,4-DIAMINE",,N(C1=CC=CC=C1)C1=NC2=CC=NN2C(NC2=CC=CC=C2)=N1
DB04069,0.9949550032615662,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",,NC1=NN=C2C(CCC3=CC=CC=C23)=C1
DB18811,0.9948016405105591,,,
DB16652,0.994786262512207,,,
DB00664,0.9946422576904297,Sulfametopyrazine,,COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1
DB07664,0.994574785232544,K-00546,yes,NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=S)NC1=C(F)C=CC=C1F
DB08065,0.9945617318153381,2-(1H-pyrazol-3-yl)-1H-benzimidazole,,N1C=CC(=N1)C1=NC2=CC=CC=C2N1
DB00205,0.994556188583374,Pyrimethamine,,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1
DB00880,0.9944900274276733,Chlorothiazide,,NS(=O)(=O)C1=C(Cl)C=C2NC=NS(=O)(=O)C2=C1
DB02407,0.9944790601730347,6-O-Cyclohexylmethyl Guanine,yes,NC1=NC(OCC2CCCCC2)=C2N=CNC2=N1
DB01015,0.9944785833358765,Sulfamethoxazole,,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1
DB01119,0.9944402575492859,Diazoxide,,CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2
DB08083,0.9943920969963074,"2-(1,3-thiazol-4-yl)-1H-benzimidazole-5-sulfonamide",,NS(=O)(=O)C1=CC=C2NC(=NC2=C1)C1=CSC=N1
DB08076,0.9943667054176331,"4-[1-(2,6-dichlorobenzyl)-2-methyl-1H-imidazol-4-yl]pyrimidin-2-amine",,CC1=NC(=CN1CC1=C(Cl)C=CC=C1Cl)C1=NC(N)=NC=C1
DB07187,0.9943642616271973,CP-744809,,CC1=C(OC2=CC=C(Cl)C=C12)S(=O)(=O)C1=NNC(=O)C=C1
DB02647,0.9943301677703857,N-(5-Cyclopropyl-1h-Pyrazol-3-Yl)Benzamide,yes,O=C(NC1=CC(=NN1)C1CC1)C1=CC=CC=C1
DB07577,0.9942860007286072,"2,4-Diamino-5-phenyl-6-ethylpyrimidine",,CCC1=C(C(N)=NC(N)=N1)C1=CC=CC=C1
DB08776,0.9942293167114258,"N-(4-OXO-5,6,7,8-TETRAHYDRO-4H-[1,3]THIAZOLO[5,4-C]AZEPIN-2-YL)ACETAMIDE",,CC(=O)NC1=NC2=C(S1)C(=O)NCCC2
DB08317,0.994121253490448,"5-methyl-6-phenylquinazoline-2,4-diamine",,CC1=C(C=CC2=NC(N)=NC(N)=C12)C1=CC=CC=C1
DB07731,0.9940671920776367,CAN-508,yes,NC1=C(\N=N\C2=CC=C(O)C=C2)C(N)=NN1
DB06898,0.9940366744995117,"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol",,CN1C(N)=NC2=C1C=C(C=N2)C1=CC=C(O)C=C1
DB02616,0.9939764738082886,FR117016,,NC(N)=NC1=NC(=CS1)C1=CC=C(CNC2=NC3=C(N2)C=CC=C3)S1
DB08134,0.9938866496086121,4-[(6-chloropyrazin-2-yl)amino]benzenesulfonamide,yes,NS(=O)(=O)C1=CC=C(NC2=NC(Cl)=CN=C2)C=C1
DB02041,0.9938104748725891,Isoluminol,,NC1=CC=C2C(=O)NNC(=O)C2=C1
DB06252,0.9937177896499634,,,
DB07161,0.9935728311538696,5-phenyl-1H-indazol-3-amine,,NC1=NNC2=CC=C(C=C12)C1=CC=CC=C1
DB06625,0.993323028087616,Vipadenant,,CC1=CC(CN2N=NC3=C(N=C(N)N=C23)C2=CC=CO2)=CC=C1N
DB08135,0.9932730197906494,N-phenyl-1H-pyrazole-3-carboxamide,yes,O=C(NC1=CC=CC=C1)C1=NNC=C1
DB03608,0.9932531714439392,Diminazene,,NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1
DB08074,0.9932237863540649,3-(3-Methyl-2-buten-1-yl)-3H-purin-6-amine,,CC(C)=CCN1C=NC(N)=C2N=CN=C12
DB07058,0.9932079911231995,"5-[1-(4-methoxyphenyl)-1H-benzimidazol-6-yl]-1,3,4-oxadiazole-2(3H)-thione",,COC1=CC=C(C=C1)N1C=NC2=C1C=C(C=C2)C1=NNC(=S)O1
DB03304,0.9931747317314148,7-Deaza-7-Aminomethyl-Guanine,,NCC1=CNC2=C1C(=O)NC(N)=N2
DB08137,0.9930675029754639,(4E)-N-(4-fluorophenyl)-4-[(phenylcarbonyl)imino]-4H-pyrazole-3-carboxamide,yes,FC1=CC=C(NC(=O)C2=NNC=C2NC(=O)C2=CC=CC=C2)C=C1
DB00730,0.9930349588394165,Thiabendazole,,N1C2=CC=CC=C2N=C1C1=CSC=N1
DB02833,0.9930223822593689,[4-(2-Amino-4-Methyl-Thiazol-5-Yl)-Pyrimidin-2-Yl]-(3-Nitro-Phenyl)-Amine,yes,CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1
DB00643,0.9928927421569824,Mebendazole,,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1
DB04518,0.9928743839263916,"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol",yes,CC1=NC(C)=C(S1)C1=NC(NC2=CC=CC(O)=C2)=NC=C1
DB01958,0.9928160905838013,"5-[4-Tert-Butylphenylsulfanyl]-2,4-Quinazolinediamine",,CC(C)(C)C1=CC=C(SC2=CC=CC3=C2C(N)=NC(N)=N3)C=C1
DB08398,0.9928112626075745,"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",,CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1
DB08572,0.9927132725715637,4-{[4-AMINO-6-(CYCLOHEXYLMETHOXY)-5-NITROSOPYRIMIDIN-2-YL]AMINO}BENZAMIDE,yes,NC(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C(N=O)C(N)=N2)C=C1
DB08133,0.9926425814628601,N-(4-sulfamoylphenyl)-1H-indazole-3-carboxamide,yes,NS(=O)(=O)C1=CC=C(NC(=O)C2=NNC3=C2C=CC=C3)C=C1
DB07942,0.992635190486908,2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine,,FC1=CC=C(C=C1)C1=CNN=C1C1=CC(F)=NC=C1
DB07312,0.9926038384437561,"2,5-DICHLORO-N-(5-CHLORO-1,3-BENZOXAZOL-2-YL)BENZENESULFONAMIDE",,ClC1=CC=C2OC(NS(=O)(=O)C3=CC(Cl)=CC=C3Cl)=NC2=C1
DB08798,0.9925382733345032,Sulfamoxole,,CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1
DB00384,0.9925343990325928,Triamterene,,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1
DB04356,0.992526650428772,9-Deazaguanine,,NC1=NC2=C(NC=C2)C(=O)N1
DB01275,0.9924996495246887,Hydralazine,,NNC1=NN=CC2=CC=CC=C12
DB02029,0.9924986958503723,N-Cyclohexyl-N'-(4-Iodophenyl)Urea,,IC1=CC=C(NC(=O)NC2CCCCC2)C=C1
DB06944,0.9924005270004272,N-(3-cyclopropyl-1H-pyrazol-5-yl)-2-(2-naphthyl)acetamide,yes,O=C(CC1=CC2=C(C=CC=C2)C=C1)NC1=CC(=NN1)C1CC1
DB02911,0.9922593235969543,"2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine",,[H][C@]1(CNC2=C(N1)C(N)=NC(N)=N2)C1=CC=CC=C1
DB08218,0.9921016097068787,"HYDROXY(OXO)(3-{[(2Z)-4-[3-(1H-1,2,4-TRIAZOL-1-YLMETHYL)PHENYL]PYRIMIDIN-2(5H)-YLIDENE]AMINO}PHENYL)AMMONIUM",yes,O=N(=O)C1=CC=CC(=C1)\N=C1\N=CCC(=N1)C1=CC=CC(CN2C=NC=N2)=C1
DB04338,0.9919522404670715,SB220025,,NC1=NC=CC(=N1)C1=C(N=CN1C1CCNCC1)C1=CC=C(F)C=C1
DB08301,0.9919387698173523,N-({[4-(AMINOSULFONYL)PHENYL]AMINO}CARBONYL)-4-METHYLBENZENESULFONAMIDE,,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1=CC=C(C=C1)S(N)(=O)=O
DB01325,0.9919193983078003,Quinethazone,,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O
DB11717,0.9918166995048523,Epacadostat,,NS(=O)(=O)NCCNC1=NON=C1\C(NC1=CC=C(F)C(Br)=C1)=N\O
DB07252,0.9916864037513733,"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide",,NS(=O)(=O)C1=CC(NC2=NC(NC3=C(Cl)C=CC4=C3OCO4)=CC=N2)=CC=C1
DB08441,0.9916653037071228,"6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE",yes,BrC1=C2NCCCNS(=O)(=O)C3=CC=CC(NC(N=C1)=N2)=C3
DB07325,0.9916068315505981,N-[(2-AMINO-6-METHYLPYRIMIDIN-4-YL)METHYL]-3-{[(E)-(2-OXODIHYDROFURAN-3(2H)-YLIDENE)METHYL]AMINO}BENZENESULFONAMIDE,,CC1=NC(N)=NC(CNS(=O)(=O)C2=CC(N\C=C3/CCOC3=O)=CC=C2)=C1
DB04769,0.9915252327919006,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",,O=C1NC(=O)\C(S1)=C\C1=CC2=C(C=C1)N=CC=N2
DB03980,0.9914618730545044,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,,NC1=NC(=CC=N1)C1=C(N=CN1CC1CC1)C1=CC=C(F)C=C1
DB06504,0.9914461374282837,S-8510,,C1CC2=C(CO1)C1=C(NC(=N1)C1=NOC=C1)C=N2
DB07164,0.9914315938949585,"N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine",yes,C1CC1NC1=NC(=CC=N1)C1=C2C=CC=NN2N=C1
DB03505,0.9914103150367737,"2,6-diaminoquinazolin-4-ol",,NC1=CC2=C(O)N=C(N)N=C2C=C1
DB02885,0.9913961291313171,4-Imino-5-Methidyl-2-Trifluoromethylpyrimidine,,FC(F)(F)C1=NC(=N)C(=C)C=N1
DB07829,0.9911578297615051,4-[3-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL]PYRIDINE,,FC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1
DB07431,0.9911529421806335,"(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one",yes,[H][C@@]1(CN)CNC2=C(SC3=C2C=C(OC)C=C3)C(=O)N1
DB08326,0.9910370111465454,"2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE",,OC1=CC2=C(C=C1)N=C(S2)C1=NC(=O)CS1
DB08136,0.991007387638092,4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide,yes,CC(=O)NC1=CNN=C1C(=O)NC1=CC=C(F)C=C1
DB07284,0.9909947514533997,"N~3~-(3-PYRIDIN-3-YLBENZYL)PYRIDINE-2,3-DIAMINE",,NC1=NC=CC=C1NCC1=CC=CC(=C1)C1=CN=CC=C1
DB12746,0.9909909963607788,AKN-028,,NC1=C(NC2=CC=C3NC=CC3=C2)N=C(C=N1)C1=CC=NC=C1
DB04910,0.9908998012542725,Oxibendazole,,CCCOC1=CC2=C(C=C1)N=C(NC(=O)OC)N2
DB06468,0.9908688068389893,Cariporide,,CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)NC(N)=N
DB07688,0.9908382296562195,"4-{[5-(CYCLOHEXYLOXY)[1,2,4]TRIAZOLO[1,5-A]PYRIMIDIN-7-YL]AMINO}BENZENESULFONAMIDE",yes,NS(=O)(=O)C1=CC=C(NC2=CC(OC3CCCCC3)=NC3=NC=NN23)C=C1
DB02915,0.9907712936401367,"4-(2,4-Dimethyl-1,3-thiazol-5-yl)-N-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine",yes,CC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(C=C2)C(F)(F)F)=N1
DB08145,0.9906231760978699,"6-(2,6-DIMETHOXYPHENYL)PYRIDO[2,3-D]PYRIMIDINE-2,7-DIAMINE",,COC1=CC=CC(OC)=C1C1=CC2=CN=C(N)N=C2N=C1N
DB03197,0.9906207323074341,6-Hydroxymethylpterin,,NC1=NC(=O)C2=NC(CO)=CN=C2N1
DB02973,0.9905765056610107,4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide,yes,NS(=O)(=O)C1=CC=C(C=C1)\N=N\C1=C2C=C(Br)C=CC2=NC1=O
DB08066,0.9903974533081055,N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE,yes,O=C(NC1=CNN=C1C1=NC2=C(N1)C=CC=C2)C1=CC=CC=C1
DB07993,0.9902490973472595,"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",,NC1=NC=CC=C1NCC1=CC=CC(=C1)C1=CC2=C(C=CN2)C=C1
DB07020,0.990227460861206,"N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide",,O=C(NC1=CC(=CC=C1)C1=NNC2=CC=C(C=C12)C1=NNC=N1)C1=CC=CO1
DB08247,0.9901195764541626,6-(CYCLOHEXYLMETHOXY)-8-ISOPROPYL-9H-PURIN-2-AMINE,yes,CC(C)C1=NC2=C(OCC3CCCCC3)N=C(N)N=C2N1
DB08006,0.9900895357131958,"N-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",,CC1=NC2=NC=NN2C(NC2=CC3=CC4=CC=CC=C4C=C3C=C2)=C1
DB02352,0.9900022745132446,3-(Benzyloxy)Pyridin-2-Amine,,NC1=NC=CC=C1OCC1=CC=CC=C1
DB11662,0.9899683594703674,Rabusertib,,CC1=NC=C(NC(=O)NC2=C(OC[C@@H]3CNCCO3)C=C(C)C(Br)=C2)N=C1
DB08777,0.9899547100067139,"5,6,7,8-TETRAHYDRO[1]BENZOTHIENO[2,3-D]PYRIMIDIN-4(3H)-ONE",,O=C1NC=NC2=C1C1=C(CCCC1)S2
DB12931,0.9899082183837891,Fenobam,,CN1CC(=O)N=C1NC(=O)NC1=CC=CC(Cl)=C1
DB07562,0.9898743629455566,"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",yes,CN(C)C1=CC=C(NC2=NC(=CC=N2)C2=C(C)N=C(C)S2)C=C1
DB04007,0.9898099899291992,Bromo-WR99210,,CC1(C)N=C(N)N=C(N)N1OCCCOC1=CC=C(Br)C=C1
DB08008,0.98971027135849,"5-methyl-N-[4-(trifluoromethyl)phenyl][1,2,4]triazolo[1,5-a]pyrimidin-7-amine",,CC1=NC2=NC=NN2C(NC2=CC=C(C=C2)C(F)(F)F)=C1
DB03663,0.9896208047866821,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",yes,CC(C)C(=O)COC1=NC(N)=NC2=C1NC=N2
DB07538,0.9895561337471008,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE",yes,NS(=O)(=O)C1=CC=C(C=C1C(F)(F)F)C1=CC=C(O1)\C=C1/SC(=N)NC1=O
DB07358,0.9895215034484863,"2-amino-N-(4-methyl-1,3-thiazol-2-yl)-5-[(4-methyl-4H-1,2,4-triazol-3-yl)sulfanyl]benzamide",,CN1C=NN=C1SC1=CC=C(N)C(=C1)C(=O)NC1=NC(C)=CS1
DB04559,0.9895080327987671,N-(Chlorophenyl)-N'-hydroxyguanidine,,N\C(NO)=N/C1=CC=C(Cl)C=C1
DB07859,0.989487886428833,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,,ClC1=CC=C(C=C1)C1(CCNCC1)C1=CC=C(C=C1)C1=CNN=C1
DB04407,0.9894602298736572,4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol,yes,CNC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(O)C=C2)=N1
DB04669,0.989370584487915,TRIAZOLOPYRIMIDINE,yes,BrC1=CC=CC(=C1)C1=NC2=[N+](NC=N2)C(NCC2=CC=NC=C2)=C1
DB08479,0.9893534183502197,"N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide",,COC1=CC(OC)=CC(NC(=N)NC(N)=N)=C1
